location_key,road_conditions,weather_conditions,track
2441,wet,storm,Bypass-Norte
2442,ICY,Sunny,Ruta-Litoral
2443,wet,Clear,Circuito-Interior
2444,DRY,Windy,Ruta-Del-Sol
2445,WET,windy,Corredor-Industrial
2446,dry,Rain,Route-2
2447,icy,Fog,Periferico-Sur
2448,WET,Storm,Carretera-45
2449,wet,cloudy,Ruta-Litoral
2450,Icy,Storm,Autopista-1
2451,Icy,Cloudy,Route-3
2452,dry,storm,Autopista-1
2453,dry,Rain,Route-3
2454,Icy,windy,Highway-85
2455,Icy,storm,Bypass-Norte
2456,Icy,Clear,Carretera-45
2457,ICY,Storm,Periferico-Sur
2458,Dry,clear,Bypass-Norte
2459,muddy,rain,Ruta-Litoral
2460,Wet,fog,Route-1
2461,Muddy,Sunny,Highway-85
2462,wet,Sunny,Ring-Road
2463,wet,Fog,Ruta-Centro
2464,Icy,snow,Bypass-Norte
2465,icy,Windy,Viaducto-Oriental
2466,ICY,sunny,MX-85
2467,muddy,rain,Carretera-45
2468,Muddy,cloudy,Bypass-Norte
2469,Icy,storm,Circuito-Interior
2470,muddy,Snow,Bypass-Norte
2471,muddy,Windy,Ruta-Centro
2472,muddy,storm,Viaducto-Oriental
2473,Icy,Clear,Periferico-Sur
2474,Icy,snow,Bypass-Norte
2475,icy,Cloudy,Circuito-Interior
2476,DRY,rain,Ring-Road
2477,Dry,rain,MX-85
2478,DRY,storm,Autopista-1
2479,Icy,Cloudy,Route-1
2480,Muddy,Sunny,Ruta-Centro
2481,icy,cloudy,Highway-57
2482,dry,clear,Viaducto-Oriental
2483,icy,Snow,Autopista-2
2484,muddy,storm,Ruta-Litoral
2485,Dry,clear,Carretera-45
2486,DRY,Clear,Corredor-Industrial
2487,dry,rain,Ring-Road
2488,muddy,Cloudy,Route-1
2489,WET,Storm,Corredor-Industrial
2490,dry,fog,Periferico-Sur
2491,Wet,cloudy,MX-40
2492,muddy,clear,Carretera-45
2493,Wet,Cloudy,Highway-85
2494,ICY,rain,Highway-57
2495,Dry,Windy,Highway-85
2496,wet,sunny,MX-85
2497,DRY,Windy,Highway-57
2498,muddy,windy,Autopista-2
2499,WET,Storm,Periferico-Sur
2500,wet,fog,Route-1
2501,Wet,windy,MX-40
2502,dry,storm,Ring-Road
2503,Dry,Rain,Route-3
2504,WET,storm,Highway-85
2505,muddy,rain,Ruta-Del-Sol
2506,icy,cloudy,Highway-57
2507,dry,clear,Ruta-Centro
2508,ICY,sunny,Bypass-Norte
2509,wet,Rain,MX-40
2510,Wet,cloudy,Carretera-45
2511,muddy,storm,Highway-57
2512,ICY,Snow,Bypass-Norte
2513,icy,windy,Carretera-45
2514,Icy,Fog,Highway-85
2515,Dry,Fog,Autopista-2
2516,muddy,Cloudy,MX-85
2517,Wet,Windy,Viaducto-Oriental
2518,dry,Sunny,Circuito-Interior
2519,DRY,Snow,Ring-Road
2520,Icy,windy,Circuito-Interior
2521,DRY,rain,Autopista-1
2522,muddy,sunny,Ruta-Litoral
2523,Dry,clear,Circuito-Interior
2524,ICY,sunny,Bypass-Norte
2525,wet,Rain,MX-85
2526,muddy,sunny,Ruta-Del-Sol
2527,DRY,clear,Highway-85
2528,dry,snow,Ring-Road
2529,Muddy,Windy,Autopista-2
2530,WET,clear,Circuito-Interior
2531,muddy,cloudy,Ring-Road
2532,icy,cloudy,Autopista-1
2533,DRY,Snow,Carretera-45
2534,Wet,windy,Ruta-Centro
2535,icy,sunny,Corredor-Industrial
2536,wet,snow,Route-3
2537,WET,cloudy,Highway-85
2538,Dry,fog,Ring-Road
2539,icy,storm,Route-1
2540,icy,Fog,Bypass-Norte
2541,wet,rain,Viaducto-Oriental
2542,Muddy,Storm,Carretera-45
2543,Wet,cloudy,Corredor-Industrial
2544,Icy,Windy,Highway-57
2545,muddy,Sunny,Viaducto-Oriental
2546,muddy,sunny,Autopista-2
2547,Wet,fog,Route-3
2548,icy,clear,Ruta-Centro
2549,Wet,fog,Circuito-Interior
2550,DRY,snow,MX-85
2551,wet,Storm,Ruta-Del-Sol
2552,Wet,Clear,Circuito-Interior
2553,Wet,storm,Ruta-Litoral
2554,Muddy,Rain,Circuito-Interior
2555,muddy,cloudy,Route-2
2556,icy,Windy,Route-2
2557,icy,sunny,Route-1
2558,DRY,rain,Route-1
2559,wet,storm,MX-40
2560,Dry,cloudy,Ruta-Litoral
2561,Muddy,Snow,Carretera-45
2562,muddy,Sunny,Highway-85
2563,Wet,Sunny,Ring-Road
2564,Muddy,Fog,Periferico-Sur
2565,DRY,snow,Ruta-Centro
2566,Muddy,Fog,Viaducto-Oriental
2567,dry,Fog,Autopista-2
2568,Muddy,windy,Autopista-1
2569,icy,cloudy,Ring-Road
2570,WET,sunny,Periferico-Sur
2571,ICY,Snow,Highway-85
2572,WET,Storm,Circuito-Interior
2573,icy,cloudy,Route-1
2574,Icy,snow,Ruta-Del-Sol
2575,Dry,Fog,Ring-Road
2576,WET,Sunny,MX-40
2577,Dry,Rain,Viaducto-Oriental
2578,Icy,snow,Periferico-Sur
2579,Dry,windy,Bypass-Norte
2580,wet,Snow,MX-40
2581,Icy,cloudy,Highway-57
2582,DRY,storm,Corredor-Industrial
2583,Icy,Rain,Viaducto-Oriental
2584,muddy,clear,Ruta-Litoral
2585,Dry,windy,Periferico-Sur
2586,Wet,storm,Route-1
2587,Muddy,Cloudy,Route-3
2588,muddy,clear,MX-85
2589,WET,snow,Autopista-1
2590,Wet,Windy,Autopista-2
2591,Icy,cloudy,Bypass-Norte
2592,muddy,cloudy,Ring-Road
2593,Wet,rain,Ruta-Centro
2594,Icy,Windy,Ruta-Litoral
2595,wet,Rain,Circuito-Interior
2596,Wet,Storm,Periferico-Sur
2597,dry,Storm,Route-1
2598,Muddy,Snow,Ring-Road
2599,dry,Windy,Autopista-1
2600,DRY,fog,Carretera-45
2601,Muddy,storm,Route-1
2602,DRY,cloudy,Highway-57
2603,WET,storm,Autopista-2
2604,ICY,Windy,Periferico-Sur
2605,Muddy,Clear,Carretera-45
2606,muddy,Storm,Carretera-45
2607,WET,snow,Highway-57
2608,DRY,Storm,Route-3
2609,Dry,Snow,Bypass-Norte
2610,Muddy,fog,Ruta-Del-Sol
2611,ICY,clear,Highway-57
2612,WET,Snow,Viaducto-Oriental
2613,dry,fog,Ring-Road
2614,Wet,Rain,Corredor-Industrial
2615,Icy,Rain,Route-2
2616,DRY,Clear,Corredor-Industrial
2617,WET,Windy,Ring-Road
2618,WET,windy,Ring-Road
2619,dry,sunny,MX-85
2620,Wet,Cloudy,Autopista-2
2621,Muddy,Sunny,Corredor-Industrial
2622,Icy,clear,Ruta-Centro
2623,Icy,Fog,Ruta-Centro
2624,WET,Rain,Circuito-Interior
2625,muddy,Windy,Corredor-Industrial
2626,DRY,Storm,Viaducto-Oriental
2627,muddy,Sunny,Route-3
2628,Dry,clear,MX-85
2629,WET,snow,Ring-Road
2630,icy,fog,Bypass-Norte
2631,Muddy,storm,Ruta-Del-Sol
2632,ICY,storm,Autopista-1
2633,ICY,Rain,Ruta-Centro
2634,Muddy,Fog,Periferico-Sur
2635,WET,Rain,Autopista-1
2636,muddy,snow,Highway-85
2637,ICY,snow,Autopista-1
2638,DRY,Windy,Ruta-Litoral
2639,icy,cloudy,Circuito-Interior
2640,dry,storm,Ruta-Centro
2641,muddy,snow,Autopista-1
2642,dry,rain,Carretera-45
2643,muddy,Sunny,Periferico-Sur
2644,muddy,Storm,Autopista-2
2645,Muddy,windy,Autopista-2
2646,wet,Windy,Ruta-Litoral
2647,dry,rain,Route-1
2648,Wet,Sunny,Autopista-2
2649,Muddy,Storm,Highway-85
2650,Wet,windy,Highway-85
2651,muddy,Cloudy,Highway-85
2652,DRY,Clear,MX-85
2653,icy,sunny,Circuito-Interior
2654,wet,sunny,Ruta-Centro
2655,dry,storm,Route-3
2656,Dry,storm,MX-40
2657,ICY,windy,Ruta-Litoral
2658,muddy,cloudy,Highway-57
2659,Muddy,Snow,Bypass-Norte
2660,muddy,Sunny,Carretera-45
2661,icy,Windy,Route-3
2662,Icy,storm,Route-3
2663,dry,Fog,Ruta-Del-Sol
2664,Wet,rain,Carretera-45
2665,Icy,Fog,Route-2
2666,Dry,Rain,MX-85
2667,Icy,Storm,Ruta-Del-Sol
2668,Wet,windy,Corredor-Industrial
2669,Muddy,rain,Circuito-Interior
2670,Wet,storm,Autopista-2
2671,icy,rain,Ruta-Centro
2672,Dry,clear,Carretera-45
2673,icy,sunny,Carretera-45
2674,WET,windy,Bypass-Norte
2675,DRY,Storm,Ruta-Centro
2676,wet,Sunny,Route-1
2677,wet,Fog,Ruta-Del-Sol
2678,Muddy,Fog,Carretera-45
2679,muddy,Sunny,Route-2
2680,WET,clear,Viaducto-Oriental
2681,wet,Clear,Autopista-2
2682,WET,Clear,Ruta-Del-Sol
2683,Dry,Cloudy,Route-2
2684,Dry,Windy,Circuito-Interior
2685,Dry,Rain,Highway-57
2686,Icy,cloudy,Ruta-Del-Sol
2687,DRY,storm,Viaducto-Oriental
2688,ICY,Snow,Highway-57
2689,WET,Storm,Bypass-Norte
2690,DRY,Windy,Route-1
2691,wet,Sunny,Carretera-45
2692,wet,storm,MX-85
2693,ICY,Storm,Autopista-2
2694,muddy,rain,Ruta-Del-Sol
2695,DRY,sunny,Bypass-Norte
2696,WET,Rain,Autopista-1
2697,DRY,Snow,Corredor-Industrial
2698,wet,Storm,Ruta-Litoral
2699,Muddy,sunny,Corredor-Industrial
2700,WET,Sunny,Ruta-Litoral
2701,Muddy,windy,Ring-Road
2702,WET,rain,Highway-57
2703,wet,sunny,Ruta-Centro
2704,Wet,Snow,Periferico-Sur
2705,DRY,sunny,Ring-Road
2706,dry,windy,Periferico-Sur
2707,DRY,Cloudy,Ring-Road
2708,icy,Clear,Ruta-Litoral
2709,DRY,storm,Route-2
2710,Dry,Fog,Viaducto-Oriental
2711,wet,rain,Ruta-Del-Sol
2712,icy,snow,Highway-85
2713,Dry,Windy,Ring-Road
2714,Dry,Snow,Route-3
2715,DRY,Windy,Highway-85
2716,dry,Sunny,Route-1
2717,icy,storm,Carretera-45
2718,icy,clear,Corredor-Industrial
2719,dry,cloudy,Autopista-1
2720,WET,sunny,Highway-57
2721,dry,Storm,Highway-57
2722,Dry,clear,Periferico-Sur
2723,Muddy,sunny,Carretera-45
2724,DRY,Sunny,Ruta-Litoral
2725,wet,rain,MX-85
2726,Muddy,snow,Ruta-Centro
2727,DRY,Snow,Corredor-Industrial
2728,Muddy,snow,Ring-Road
2729,Icy,Fog,Autopista-2
2730,WET,clear,Autopista-1
2731,WET,Sunny,Highway-57
2732,Wet,Cloudy,Route-2
2733,Wet,clear,Autopista-2
2734,muddy,fog,Highway-85
2735,Muddy,storm,Corredor-Industrial
2736,muddy,Windy,Autopista-1
2737,icy,Sunny,Viaducto-Oriental
2738,Icy,Storm,Periferico-Sur
2739,Muddy,sunny,Ruta-Litoral
2740,DRY,Snow,Route-2
2741,dry,Fog,Highway-85
2742,icy,Windy,MX-85
2743,dry,rain,Ruta-Centro
2744,Dry,Sunny,Autopista-1
2745,icy,fog,Bypass-Norte
2746,Muddy,cloudy,Ruta-Centro
2747,WET,sunny,Carretera-45
2748,Dry,cloudy,Viaducto-Oriental
2749,Icy,snow,Ruta-Centro
2750,icy,cloudy,Ruta-Litoral
2751,icy,snow,Viaducto-Oriental
2752,Wet,Rain,Route-1
2753,Icy,Clear,Highway-57
2754,ICY,Snow,Carretera-45
2755,Icy,Windy,Periferico-Sur
2756,WET,Cloudy,Ruta-Centro
2757,DRY,storm,Circuito-Interior
2758,muddy,windy,Autopista-1
2759,dry,Sunny,Ruta-Del-Sol
2760,DRY,Storm,Viaducto-Oriental
2761,wet,Storm,Circuito-Interior
2762,dry,cloudy,Ruta-Litoral
2763,Wet,snow,Autopista-1
2764,icy,Cloudy,Route-2
2765,Muddy,Fog,Ruta-Litoral
2766,wet,Rain,Viaducto-Oriental
2767,ICY,Cloudy,Circuito-Interior
2768,Muddy,Storm,Ruta-Litoral
2769,ICY,cloudy,Route-1
2770,Muddy,Clear,MX-85
2771,icy,Snow,Circuito-Interior
2772,Muddy,Fog,Route-3
2773,DRY,Sunny,Bypass-Norte
2774,icy,rain,Circuito-Interior
2775,wet,Windy,Route-3
2776,DRY,Rain,Autopista-2
2777,muddy,Cloudy,Highway-57
2778,DRY,windy,Highway-57
2779,dry,Rain,Circuito-Interior
2780,wet,Clear,Ruta-Del-Sol
2781,icy,storm,Autopista-2
2782,wet,clear,Circuito-Interior
2783,wet,Rain,Ring-Road
2784,dry,Windy,Ruta-Del-Sol
2785,wet,Rain,Carretera-45
2786,wet,rain,Corredor-Industrial
2787,Wet,Sunny,Ring-Road
2788,wet,Rain,Ruta-Litoral
2789,Muddy,Snow,MX-40
2790,Wet,Windy,Corredor-Industrial
2791,DRY,sunny,Ruta-Litoral
2792,Muddy,Storm,Corredor-Industrial
2793,Muddy,Clear,Corredor-Industrial
2794,Muddy,sunny,Route-1
2795,dry,storm,Autopista-2
2796,Muddy,sunny,Viaducto-Oriental
2797,dry,clear,Route-1
2798,wet,clear,Ring-Road
2799,wet,Fog,Ruta-Centro
2800,Muddy,Sunny,Route-1
2801,WET,Sunny,Ruta-Litoral
2802,wet,Windy,Periferico-Sur
2803,dry,Clear,Route-3
2804,Muddy,Fog,Autopista-1
2805,wet,sunny,Route-2
2806,DRY,Windy,Periferico-Sur
2807,wet,cloudy,Highway-57
2808,Dry,Snow,Bypass-Norte
2809,ICY,Snow,Periferico-Sur
2810,muddy,storm,Highway-85
2811,muddy,Sunny,Viaducto-Oriental
2812,ICY,storm,Circuito-Interior
2813,Icy,Cloudy,Highway-85
2814,Icy,Storm,Route-3
2815,dry,Cloudy,Route-3
2816,Dry,sunny,Ruta-Litoral
2817,Muddy,windy,Route-1
2818,icy,Storm,Route-1
2819,ICY,Storm,MX-40
2820,DRY,Clear,Route-2
2821,Icy,Sunny,Viaducto-Oriental
2822,Muddy,Rain,Periferico-Sur
2823,WET,Clear,Ruta-Litoral
2824,dry,Sunny,MX-85
2825,Muddy,snow,Viaducto-Oriental
2826,muddy,Cloudy,Corredor-Industrial
2827,ICY,Windy,Ruta-Centro
2828,muddy,Rain,Ruta-Del-Sol
2829,ICY,sunny,Bypass-Norte
2830,Muddy,storm,Ring-Road
2831,wet,rain,Circuito-Interior
2832,Wet,cloudy,Ring-Road
2833,dry,cloudy,Autopista-1
2834,Icy,cloudy,Ruta-Litoral
2835,Wet,rain,Viaducto-Oriental
2836,Dry,Fog,Highway-85
2837,Muddy,Storm,Autopista-1
2838,WET,sunny,Route-2
2839,Icy,cloudy,Ruta-Del-Sol
2840,Dry,Fog,Route-3
2841,Icy,windy,Highway-85
2842,Wet,Sunny,MX-40
2843,WET,Snow,Carretera-45
2844,Dry,sunny,Periferico-Sur
2845,WET,Sunny,Highway-85
2846,icy,clear,Autopista-1
2847,wet,Clear,Corredor-Industrial
2848,ICY,clear,MX-40
2849,icy,sunny,Route-1
2850,dry,fog,Highway-85
2851,wet,rain,Route-1
2852,muddy,storm,MX-40
2853,DRY,Sunny,Viaducto-Oriental
2854,icy,Snow,Ruta-Litoral
2855,icy,Clear,Route-1
2856,WET,snow,Corredor-Industrial
2857,Muddy,Windy,Route-1
2858,Icy,fog,Route-2
2859,Icy,snow,Ring-Road
2860,Dry,Sunny,Periferico-Sur
2861,dry,sunny,Circuito-Interior
2862,Dry,cloudy,Route-2
2863,Dry,Windy,MX-85
2864,wet,Storm,Circuito-Interior
2865,wet,Rain,Ruta-Del-Sol
2866,Muddy,snow,Circuito-Interior
2867,DRY,Storm,MX-40
2868,wet,Windy,Circuito-Interior
2869,DRY,Sunny,Highway-57
2870,Wet,Clear,Route-3
2871,Icy,clear,Ruta-Del-Sol
2872,Muddy,snow,MX-85
2873,dry,Storm,Highway-57
2874,Muddy,Fog,Corredor-Industrial
2875,Dry,Clear,Highway-57
2876,Dry,clear,Autopista-2
2877,Icy,Rain,Autopista-2
2878,icy,fog,Autopista-1
2879,Wet,fog,Ruta-Litoral
2880,Icy,snow,Ruta-Litoral
2881,Wet,storm,Corredor-Industrial
2882,dry,cloudy,Carretera-45
2883,WET,Snow,Ruta-Del-Sol
2884,icy,Windy,Ruta-Litoral
2885,DRY,fog,Autopista-1
2886,icy,cloudy,MX-85
2887,ICY,Sunny,Bypass-Norte
2888,Muddy,snow,Ring-Road
2889,DRY,Storm,Bypass-Norte
2890,dry,cloudy,Periferico-Sur
2891,icy,Clear,Autopista-2
2892,Muddy,Cloudy,Ruta-Del-Sol
2893,icy,fog,Circuito-Interior
2894,muddy,Windy,Circuito-Interior
2895,muddy,windy,Circuito-Interior
2896,WET,snow,Corredor-Industrial
2897,Dry,fog,Corredor-Industrial
2898,ICY,cloudy,Route-3
2899,DRY,Storm,Autopista-1
2900,Wet,storm,Autopista-1
2901,Muddy,Clear,Route-2
2902,Muddy,rain,Ruta-Centro
2903,dry,Clear,MX-40
2904,Wet,snow,Highway-57
2905,wet,storm,Ruta-Del-Sol
2906,icy,Rain,Autopista-2
2907,ICY,Storm,Periferico-Sur
2908,wet,Storm,Circuito-Interior
2909,dry,Windy,Circuito-Interior
2910,wet,storm,Ruta-Del-Sol
2911,icy,clear,Ring-Road
2912,DRY,Snow,Autopista-2
2913,DRY,Clear,Bypass-Norte
2914,dry,fog,Autopista-1
2915,Wet,clear,Circuito-Interior
2916,Wet,windy,Ruta-Litoral
2917,dry,sunny,MX-40
2918,ICY,Clear,Autopista-2
2919,ICY,Rain,Route-2
2920,icy,cloudy,Route-2
2921,Dry,sunny,Ring-Road
2922,dry,Storm,Autopista-2
2923,wet,sunny,MX-40
2924,Icy,sunny,Corredor-Industrial
2925,dry,storm,Ruta-Del-Sol
2926,DRY,Clear,Ruta-Centro
2927,Icy,Sunny,Highway-57
2928,muddy,Storm,Highway-85
2929,Icy,storm,Ruta-Centro
2930,Dry,Storm,Carretera-45
2931,dry,Snow,Ruta-Del-Sol
2932,dry,Windy,Bypass-Norte
2933,wet,storm,Autopista-2
2934,WET,sunny,Route-3
2935,wet,rain,Highway-57
2936,Icy,fog,Ruta-Del-Sol
2937,wet,Storm,MX-40
2938,DRY,Clear,Autopista-1
2939,dry,snow,Bypass-Norte
2940,muddy,rain,Ruta-Del-Sol
2941,Wet,Fog,Route-1
2942,Dry,windy,MX-85
2943,wet,Storm,Autopista-1
2944,dry,Windy,Periferico-Sur
2945,muddy,windy,Autopista-2
2946,WET,Windy,Corredor-Industrial
2947,Muddy,sunny,Bypass-Norte
2948,DRY,fog,Bypass-Norte
2949,ICY,storm,Periferico-Sur
2950,muddy,Sunny,Ruta-Del-Sol
2951,muddy,clear,Ring-Road
2952,DRY,Cloudy,Route-2
2953,ICY,snow,Route-1
2954,Dry,cloudy,Bypass-Norte
2955,Dry,sunny,Periferico-Sur
2956,ICY,Rain,Route-1
2957,muddy,cloudy,Highway-57
2958,icy,snow,MX-40
2959,Icy,Cloudy,Viaducto-Oriental
2960,Muddy,Fog,Periferico-Sur
2961,wet,rain,Ruta-Centro
2962,DRY,rain,Ruta-Del-Sol
2963,Muddy,Snow,MX-40
2964,Dry,Clear,Route-2
2965,Icy,Clear,Autopista-2
2966,muddy,Storm,Route-1
2967,Wet,Sunny,MX-85
2968,muddy,Sunny,Route-1
2969,muddy,Sunny,MX-40
2970,WET,Snow,Circuito-Interior
2971,WET,clear,Route-2
2972,wet,clear,MX-85
2973,Wet,Rain,Route-1
2974,WET,Windy,Route-1
2975,wet,Storm,Autopista-2
2976,dry,Clear,Corredor-Industrial
2977,Dry,Snow,Highway-85
2978,wet,clear,Route-3
2979,dry,snow,Autopista-2
2980,icy,Rain,MX-85
2981,Dry,clear,Route-3
2982,Icy,Snow,Route-1
2983,dry,rain,Ruta-Litoral
2984,ICY,clear,Bypass-Norte
2985,icy,Cloudy,Route-3
2986,Dry,Sunny,MX-40
2987,Icy,rain,Highway-85
2988,Icy,windy,Route-1
2989,ICY,Fog,Corredor-Industrial
2990,Muddy,Clear,Ring-Road
2991,wet,windy,Ring-Road
2992,DRY,Clear,Ruta-Centro
2993,DRY,Rain,MX-40
2994,icy,storm,Corredor-Industrial
2995,Icy,Fog,Ruta-Centro
2996,WET,Storm,Carretera-45
2997,icy,clear,Periferico-Sur
2998,Icy,sunny,Autopista-2
2999,dry,Clear,Ring-Road
3000,dry,clear,Highway-85
3001,Icy,Sunny,Route-1
3002,ICY,Fog,Bypass-Norte
3003,Icy,Clear,Highway-85
3004,Muddy,Rain,Highway-85
3005,dry,sunny,MX-40
3006,Dry,snow,Ruta-Centro
3007,Icy,Fog,Ruta-Centro
3008,Dry,snow,Route-2
3009,Icy,Sunny,Bypass-Norte
3010,icy,windy,Viaducto-Oriental
3011,DRY,storm,Viaducto-Oriental
3012,Muddy,storm,Carretera-45
3013,Wet,Cloudy,Ruta-Litoral
3014,dry,cloudy,Route-3
3015,dry,Storm,Ruta-Litoral
3016,Dry,Clear,MX-85
3017,dry,Rain,Bypass-Norte
3018,Dry,fog,Corredor-Industrial
3019,dry,Storm,Route-3
3020,dry,Clear,MX-85
3021,wet,Sunny,MX-85
3022,DRY,Snow,Bypass-Norte
3023,WET,windy,Carretera-45
3024,WET,fog,Autopista-2
3025,Wet,snow,Ruta-Centro
3026,Wet,Sunny,Highway-85
3027,muddy,Windy,Ruta-Centro
3028,DRY,storm,Autopista-2
3029,WET,storm,Ruta-Centro
3030,icy,Cloudy,MX-85
3031,Dry,storm,Bypass-Norte
3032,WET,Fog,Route-2
3033,DRY,windy,Highway-57
3034,Icy,Clear,Carretera-45
3035,WET,clear,Corredor-Industrial
3036,Muddy,Sunny,Route-3
3037,Muddy,clear,Ruta-Litoral
3038,icy,snow,Route-3
3039,icy,clear,MX-85
3040,dry,windy,Ruta-Centro
3041,Dry,cloudy,Route-1
3042,Icy,Cloudy,Highway-85
3043,wet,sunny,Corredor-Industrial
3044,muddy,Fog,Carretera-45
3045,icy,snow,Highway-57
3046,dry,Snow,Route-2
3047,Dry,rain,Highway-57
3048,Wet,windy,Autopista-2
3049,Icy,Fog,Ring-Road
3050,dry,Storm,Bypass-Norte
3051,Muddy,Cloudy,Circuito-Interior
3052,ICY,Sunny,Ring-Road
3053,wet,Rain,Highway-57
3054,WET,windy,Carretera-45
3055,Icy,windy,Carretera-45
3056,dry,windy,Autopista-1
3057,Dry,rain,Ruta-Del-Sol
3058,dry,sunny,Route-2
3059,wet,Snow,Route-1
3060,Icy,windy,Circuito-Interior
3061,Dry,fog,Carretera-45
3062,Icy,Rain,Highway-85
3063,ICY,snow,Ruta-Litoral
3064,wet,storm,Periferico-Sur
3065,WET,Snow,Ring-Road
3066,Wet,sunny,Ruta-Del-Sol
3067,Muddy,Rain,Corredor-Industrial
3068,Dry,Clear,Ruta-Litoral
3069,Wet,Fog,Ruta-Del-Sol
3070,WET,Snow,Route-3
3071,Icy,rain,Autopista-1
3072,Icy,windy,Viaducto-Oriental
3073,muddy,rain,Ruta-Del-Sol
3074,Icy,rain,Periferico-Sur
3075,wet,Windy,Ruta-Litoral
3076,Dry,Rain,Periferico-Sur
3077,icy,rain,Bypass-Norte
3078,Dry,clear,Autopista-1
3079,WET,sunny,Highway-57
3080,DRY,clear,MX-85
3081,wet,clear,Ruta-Del-Sol
3082,muddy,cloudy,Ruta-Del-Sol
3083,ICY,Windy,Highway-85
3084,WET,clear,Highway-85
3085,Wet,Sunny,Route-2
3086,WET,cloudy,Ruta-Litoral
3087,muddy,windy,Highway-85
3088,muddy,storm,Highway-57
3089,WET,Sunny,Route-1
3090,icy,Windy,Highway-85
3091,wet,storm,Carretera-45
3092,DRY,Clear,Ruta-Centro
3093,Wet,snow,Periferico-Sur
3094,Muddy,Fog,Ruta-Del-Sol
3095,Muddy,Snow,Route-3
3096,Icy,Sunny,Corredor-Industrial
3097,wet,windy,Autopista-1
3098,Dry,storm,Autopista-1
3099,DRY,Fog,Bypass-Norte
3100,icy,Snow,Periferico-Sur
4607,muddy,cloudy,Corredor-Industrial
3205,DRY,sunny,Route-1
4504,icy,cloudy,Ruta-Litoral
4428,Muddy,rain,Ruta-Centro
5757,DRY,storm,Carretera-45
4084,Wet,Sunny,Ruta-Del-Sol
5920,icy,cloudy,Ruta-Del-Sol
5678,Muddy,Fog,Corredor-Industrial
4685,wet,Rain,Route-2
3649,WET,snow,Autopista-1
5407,WET,storm,Circuito-Interior
6009,Icy,Sunny,Corredor-Industrial
5687,DRY,storm,Highway-85
3440,dry,cloudy,Route-2
4915,Wet,Storm,Route-2
3570,muddy,Storm,Carretera-45
4331,ICY,snow,Circuito-Interior
5206,wet,rain,MX-40
4594,WET,rain,Route-3
4273,Muddy,storm,Ruta-Litoral
3405,muddy,Storm,Autopista-2
5391,dry,Snow,Route-3
4019,Muddy,storm,Ruta-Centro
5657,ICY,windy,Corredor-Industrial
4514,Muddy,Snow,Ruta-Litoral
3758,muddy,windy,Circuito-Interior
5925,dry,storm,MX-40
4382,WET,Clear,MX-40
3637,icy,clear,Ruta-Centro
5815,dry,Cloudy,Periferico-Sur
4604,Muddy,Clear,Carretera-45
3688,muddy,sunny,Route-1
3353,wet,snow,Highway-85
4957,muddy,rain,Route-1
5840,Dry,Fog,MX-40
5270,WET,Clear,Bypass-Norte
5743,dry,rain,Circuito-Interior
5151,dry,storm,Route-2
3772,wet,Fog,Bypass-Norte
4716,icy,fog,Ruta-Litoral
5763,Wet,snow,Periferico-Sur
4384,Muddy,Clear,Bypass-Norte
3495,wet,Sunny,Autopista-1
3375,WET,cloudy,Autopista-2
5600,DRY,fog,Route-1
6008,Dry,snow,Circuito-Interior
3858,icy,storm,Viaducto-Oriental
3480,Wet,clear,Periferico-Sur
4327,Icy,Storm,MX-85
4633,Muddy,windy,Autopista-2
5113,WET,fog,Ruta-Del-Sol
4310,icy,cloudy,Route-3
6011,DRY,storm,Carretera-45
4312,Dry,snow,Corredor-Industrial
4410,Muddy,Windy,Autopista-1
3711,icy,cloudy,Autopista-2
3346,Wet,cloudy,Autopista-1
3938,Dry,Clear,Autopista-2
3266,muddy,Cloudy,Ruta-Del-Sol
5824,dry,Sunny,MX-85
