accident_key,date_key,location_key,vehicle_key,driver_key,number_of_vehicles,number_of_fatalities,accident_severity
2076,2076,2076,2076,2076,1,1,Minor
2077,2077,2077,2077,2077,7,4,CRITICAL
2078,2078,2078,2078,2078,3,4,serious
2079,2079,2079,2079,2079,3,2,SERIOUS
2080,2080,2080,2080,2080,2,1,critical
2081,2081,2081,2081,2081,5,15,Critical
2082,2082,2082,2082,2082,4,2,CRITICAL
2083,2083,2083,2083,2083,4,1,minor
2084,2084,2084,2084,2084,3,4,critical
2085,2085,2085,2085,2085,6,1,serious
2086,2086,2086,2086,2086,6,1,Minor
2087,2087,2087,2087,2087,2,1,Minor
2088,2088,2088,2088,2088,4,2,serious
2089,2089,2089,2089,2089,3,1,Serious
2090,2090,2090,2090,2090,5,0,Minor
2091,2091,2091,2091,2091,4,0,CRITICAL
2092,2092,2092,2092,2092,3,3,serious
2093,2093,2093,2093,2093,3,5,SERIOUS
2094,2094,2094,2094,2094,1,0,Serious
2095,2095,2095,2095,2095,5,0,minor
2096,2096,2096,2096,2096,1,1,critical
2097,2097,2097,2097,2097,2,3,Serious
2098,2098,2098,2098,2098,1,12,Serious
2099,2099,2099,2099,2099,7,24,minor
2100,2100,2100,2100,2100,1,0,critical
2101,2101,2101,2101,2101,7,4,Minor
2102,2102,2102,2102,2102,4,0,critical
2103,2103,2103,2103,2103,6,4,minor
2104,2104,2104,2104,2104,8,4,critical
2105,2105,2105,2105,2105,8,2,SERIOUS
2106,2106,2106,2106,2106,3,3,Critical
2107,2107,2107,2107,2107,8,5,Critical
2108,2108,2108,2108,2108,7,2,CRITICAL
2109,2109,2109,2109,2109,5,3,Critical
2110,2110,2110,2110,2110,1,5,Minor
2111,2111,2111,2111,2111,7,2,MINOR
2112,2112,2112,2112,2112,5,0,serious
2113,2113,2113,2113,2113,6,0,Serious
2114,2114,2114,2114,2114,8,1,critical
2115,2115,2115,2115,2115,6,4,SERIOUS
2116,2116,2116,2116,2116,8,4,CRITICAL
2117,2117,2117,2117,2117,1,2,Minor
2118,2118,2118,2118,2118,2,20,SERIOUS
2119,2119,2119,2119,2119,1,5,CRITICAL
2120,2120,2120,2120,2120,4,1,minor
2121,2121,2121,2121,2121,7,0,Minor
2122,2122,2122,2122,2122,3,4,Critical
2123,2123,2123,2123,2123,2,2,CRITICAL
2124,2124,2124,2124,2124,1,0,Minor
2125,2125,2125,2125,2125,5,3,Serious
2126,2126,2126,2126,2126,2,18,Minor
2127,2127,2127,2127,2127,7,3,serious
2128,2128,2128,2128,2128,8,2,Serious
2129,2129,2129,2129,2129,2,4,serious
2130,2130,2130,2130,2130,8,1,critical
2131,2131,2131,2131,2131,7,1,minor
2132,2132,2132,2132,2132,1,2,serious
2133,2133,2133,2133,2133,7,3,Serious
2134,2134,2134,2134,2134,2,3,critical
2135,2135,2135,2135,2135,5,1,Critical
2136,2136,2136,2136,2136,6,5,CRITICAL
2137,2137,2137,2137,2137,2,4,Serious
2138,2138,2138,2138,2138,7,0,serious
2139,2139,2139,2139,2139,6,2,serious
2140,2140,2140,2140,2140,7,16,SERIOUS
2141,2141,2141,2141,2141,5,3,CRITICAL
2142,2142,2142,2142,2142,7,4,MINOR
2143,2143,2143,2143,2143,1,4,SERIOUS
2144,2144,2144,2144,2144,3,4,serious
2145,2145,2145,2145,2145,8,4,Critical
2146,2146,2146,2146,2146,8,1,CRITICAL
2147,2147,2147,2147,2147,2,5,Minor
2148,2148,2148,2148,2148,3,5,Critical
2149,2149,2149,2149,2149,7,4,Serious
2150,2150,2150,2150,2150,5,1,CRITICAL
2151,2151,2151,2151,2151,2,3,CRITICAL
2152,2152,2152,2152,2152,7,0,minor
2153,2153,2153,2153,2153,6,22,Minor
2154,2154,2154,2154,2154,4,15,MINOR
2155,2155,2155,2155,2155,7,3,minor
2156,2156,2156,2156,2156,3,0,critical
2157,2157,2157,2157,2157,2,4,SERIOUS
2158,2158,2158,2158,2158,3,3,CRITICAL
2159,2159,2159,2159,2159,2,3,Minor
2160,2160,2160,2160,2160,7,5,minor
2161,2161,2161,2161,2161,1,0,SERIOUS
2162,2162,2162,2162,2162,6,22,CRITICAL
2163,2163,2163,2163,2163,7,2,Serious
2164,2164,2164,2164,2164,8,0,Critical
2165,2165,2165,2165,2165,3,1,Serious
2166,2166,2166,2166,2166,4,3,minor
2167,2167,2167,2167,2167,4,0,SERIOUS
2168,2168,2168,2168,2168,5,3,serious
2169,2169,2169,2169,2169,2,4,minor
2170,2170,2170,2170,2170,3,4,MINOR
2171,2171,2171,2171,2171,5,4,Minor
2172,2172,2172,2172,2172,3,5,critical
2173,2173,2173,2173,2173,8,4,critical
2174,2174,2174,2174,2174,2,4,CRITICAL
2175,2175,2175,2175,2175,7,0,critical
2176,2176,2176,2176,2176,7,5,critical
2177,2177,2177,2177,2177,4,0,SERIOUS
2178,2178,2178,2178,2178,7,11,critical
2179,2179,2179,2179,2179,7,3,serious
2180,2180,2180,2180,2180,8,0,Minor
2181,2181,2181,2181,2181,1,3,CRITICAL
2182,2182,2182,2182,2182,4,1,serious
2183,2183,2183,2183,2183,5,2,Critical
2184,2184,2184,2184,2184,6,2,Minor
2185,2185,2185,2185,2185,1,1,MINOR
2186,2186,2186,2186,2186,5,0,MINOR
2187,2187,2187,2187,2187,2,0,Minor
2188,2188,2188,2188,2188,1,0,serious
2189,2189,2189,2189,2189,8,4,critical
2190,2190,2190,2190,2190,5,3,Critical
2191,2191,2191,2191,2191,2,0,CRITICAL
2192,2192,2192,2192,2192,4,0,CRITICAL
2193,2193,2193,2193,2193,6,0,MINOR
2194,2194,2194,2194,2194,2,2,Minor
2195,2195,2195,2195,2195,7,2,MINOR
2196,2196,2196,2196,2196,3,4,Serious
2197,2197,2197,2197,2197,2,2,Minor
2198,2198,2198,2198,2198,2,1,MINOR
2199,2199,2199,2199,2199,6,4,critical
2200,2200,2200,2200,2200,3,4,MINOR
2201,2201,2201,2201,2201,7,5,SERIOUS
2202,2202,2202,2202,2202,5,2,minor
2203,2203,2203,2203,2203,5,1,minor
2204,2204,2204,2204,2204,2,0,SERIOUS
2205,2205,2205,2205,2205,8,5,serious
2206,2206,2206,2206,2206,8,16,critical
2207,2207,2207,2207,2207,3,2,SERIOUS
2208,2208,2208,2208,2208,3,0,Minor
2209,2209,2209,2209,2209,7,0,Serious
2210,2210,2210,2210,2210,6,5,MINOR
2211,2211,2211,2211,2211,4,4,critical
2212,2212,2212,2212,2212,5,5,Critical
2213,2213,2213,2213,2213,6,2,SERIOUS
2214,2214,2214,2214,2214,1,3,MINOR
2215,2215,2215,2215,2215,5,5,Serious
2216,2216,2216,2216,2216,6,5,minor
2217,2217,2217,2217,2217,5,1,MINOR
2218,2218,2218,2218,2218,4,3,CRITICAL
2219,2219,2219,2219,2219,1,4,Serious
2220,2220,2220,2220,2220,8,3,serious
2221,2221,2221,2221,2221,8,1,CRITICAL
2222,2222,2222,2222,2222,4,3,Minor
2223,2223,2223,2223,2223,7,1,Critical
2224,2224,2224,2224,2224,1,1,critical
2225,2225,2225,2225,2225,2,4,minor
2226,2226,2226,2226,2226,6,4,Minor
2227,2227,2227,2227,2227,1,2,CRITICAL
2228,2228,2228,2228,2228,7,1,serious
2229,2229,2229,2229,2229,7,1,minor
2230,2230,2230,2230,2230,4,5,SERIOUS
2231,2231,2231,2231,2231,5,4,MINOR
2232,2232,2232,2232,2232,1,0,Critical
2233,2233,2233,2233,2233,6,0,MINOR
2234,2234,2234,2234,2234,1,1,serious
2235,2235,2235,2235,2235,3,1,serious
2236,2236,2236,2236,2236,5,3,serious
2237,2237,2237,2237,2237,6,3,SERIOUS
2238,2238,2238,2238,2238,8,0,SERIOUS
2239,2239,2239,2239,2239,6,2,Critical
2240,2240,2240,2240,2240,2,5,critical
2241,2241,2241,2241,2241,4,1,Minor
2242,2242,2242,2242,2242,2,3,CRITICAL
2243,2243,2243,2243,2243,6,0,serious
2244,2244,2244,2244,2244,5,0,Critical
2245,2245,2245,2245,2245,1,2,minor
2246,2246,2246,2246,2246,8,16,Critical
2247,2247,2247,2247,2247,1,2,serious
2248,2248,2248,2248,2248,5,3,Critical
2249,2249,2249,2249,2249,6,1,minor
2250,2250,2250,2250,2250,7,4,serious
2251,2251,2251,2251,2251,1,3,CRITICAL
2252,2252,2252,2252,2252,7,19,Minor
2253,2253,2253,2253,2253,1,5,Minor
2254,2254,2254,2254,2254,1,2,serious
2255,2255,2255,2255,2255,8,1,Serious
2256,2256,2256,2256,2256,4,1,SERIOUS
2257,2257,2257,2257,2257,4,1,Critical
2258,2258,2258,2258,2258,3,0,serious
2259,2259,2259,2259,2259,2,3,Serious
2260,2260,2260,2260,2260,5,5,critical
2261,2261,2261,2261,2261,5,1,critical
2262,2262,2262,2262,2262,5,1,minor
2263,2263,2263,2263,2263,3,5,MINOR
2264,2264,2264,2264,2264,4,0,Serious
2265,2265,2265,2265,2265,6,1,critical
2266,2266,2266,2266,2266,7,0,CRITICAL
2267,2267,2267,2267,2267,8,12,critical
2268,2268,2268,2268,2268,7,0,critical
2269,2269,2269,2269,2269,6,5,SERIOUS
2270,2270,2270,2270,2270,8,2,serious
2271,2271,2271,2271,2271,3,3,Minor
2272,2272,2272,2272,2272,6,4,MINOR
2273,2273,2273,2273,2273,5,4,Critical
2274,2274,2274,2274,2274,2,2,SERIOUS
2275,2275,2275,2275,2275,1,5,MINOR
2276,2276,2276,2276,2276,7,4,Minor
2277,2277,2277,2277,2277,4,0,Critical
2278,2278,2278,2278,2278,4,0,serious
2279,2279,2279,2279,2279,3,5,Critical
2280,2280,2280,2280,2280,8,1,critical
2281,2281,2281,2281,2281,4,1,SERIOUS
2282,2282,2282,2282,2282,5,2,Minor
2283,2283,2283,2283,2283,7,3,minor
2284,2284,2284,2284,2284,6,4,minor
2285,2285,2285,2285,2285,5,5,minor
2286,2286,2286,2286,2286,3,5,Critical
2287,2287,2287,2287,2287,5,3,critical
2288,2288,2288,2288,2288,6,1,serious
2289,2289,2289,2289,2289,2,1,critical
2290,2290,2290,2290,2290,3,2,Critical
2291,2291,2291,2291,2291,2,4,minor
2292,2292,2292,2292,2292,1,5,Serious
2293,2293,2293,2293,2293,2,3,critical
2294,2294,2294,2294,2294,1,1,CRITICAL
2295,2295,2295,2295,2295,1,3,Critical
2296,2296,2296,2296,2296,2,2,CRITICAL
2297,2297,2297,2297,2297,3,5,MINOR
2298,2298,2298,2298,2298,8,4,minor
2299,2299,2299,2299,2299,6,0,Minor
2300,2300,2300,2300,2300,5,4,serious
2301,2301,2301,2301,2301,5,1,Minor
2302,2302,2302,2302,2302,6,16,Critical
2303,2303,2303,2303,2303,7,4,MINOR
2304,2304,2304,2304,2304,7,3,MINOR
2305,2305,2305,2305,2305,1,0,Critical
2306,2306,2306,2306,2306,1,0,Serious
2307,2307,2307,2307,2307,3,5,SERIOUS
2308,2308,2308,2308,2308,4,1,Critical
2309,2309,2309,2309,2309,2,1,Serious
2310,2310,2310,2310,2310,1,2,SERIOUS
2311,2311,2311,2311,2311,5,5,serious
2312,2312,2312,2312,2312,3,4,Critical
2313,2313,2313,2313,2313,2,4,Critical
2314,2314,2314,2314,2314,3,5,Critical
2315,2315,2315,2315,2315,2,0,Minor
2316,2316,2316,2316,2316,2,3,serious
2317,2317,2317,2317,2317,6,0,Serious
2318,2318,2318,2318,2318,1,1,MINOR
2319,2319,2319,2319,2319,8,4,SERIOUS
2320,2320,2320,2320,2320,3,5,CRITICAL
2321,2321,2321,2321,2321,8,1,Critical
2322,2322,2322,2322,2322,3,2,Serious
2323,2323,2323,2323,2323,6,4,critical
2324,2324,2324,2324,2324,5,5,minor
2325,2325,2325,2325,2325,8,3,Critical
2326,2326,2326,2326,2326,5,1,MINOR
2327,2327,2327,2327,2327,7,4,MINOR
2328,2328,2328,2328,2328,1,4,minor
2329,2329,2329,2329,2329,1,4,SERIOUS
2330,2330,2330,2330,2330,4,1,Minor
2331,2331,2331,2331,2331,6,2,MINOR
2332,2332,2332,2332,2332,5,4,minor
2333,2333,2333,2333,2333,2,2,Critical
2334,2334,2334,2334,2334,3,5,critical
2335,2335,2335,2335,2335,1,1,Minor
2336,2336,2336,2336,2336,8,5,minor
2337,2337,2337,2337,2337,3,5,Serious
2338,2338,2338,2338,2338,3,3,minor
2339,2339,2339,2339,2339,4,0,Critical
2340,2340,2340,2340,2340,5,1,CRITICAL
2341,2341,2341,2341,2341,1,3,Minor
2342,2342,2342,2342,2342,3,4,serious
2343,2343,2343,2343,2343,1,0,CRITICAL
2344,2344,2344,2344,2344,2,3,critical
2345,2345,2345,2345,2345,4,2,Minor
2346,2346,2346,2346,2346,2,2,Critical
2347,2347,2347,2347,2347,1,5,Critical
2348,2348,2348,2348,2348,7,0,Minor
2349,2349,2349,2349,2349,8,3,MINOR
2350,2350,2350,2350,2350,1,1,Serious
2351,2351,2351,2351,2351,5,4,Minor
2352,2352,2352,2352,2352,3,4,Serious
2353,2353,2353,2353,2353,3,2,minor
2354,2354,2354,2354,2354,2,5,minor
2355,2355,2355,2355,2355,8,5,minor
2356,2356,2356,2356,2356,4,3,critical
2357,2357,2357,2357,2357,7,3,minor
2358,2358,2358,2358,2358,6,3,SERIOUS
2359,2359,2359,2359,2359,8,5,SERIOUS
2360,2360,2360,2360,2360,3,3,Serious
2361,2361,2361,2361,2361,5,1,Minor
2362,2362,2362,2362,2362,8,2,Minor
2363,2363,2363,2363,2363,2,0,Minor
2364,2364,2364,2364,2364,2,0,Minor
2365,2365,2365,2365,2365,6,2,Critical
2366,2366,2366,2366,2366,5,4,critical
2367,2367,2367,2367,2367,4,3,MINOR
2368,2368,2368,2368,2368,8,1,Serious
2369,2369,2369,2369,2369,5,4,MINOR
2370,2370,2370,2370,2370,4,2,Critical
2371,2371,2371,2371,2371,5,4,Critical
2372,2372,2372,2372,2372,5,2,critical
2373,2373,2373,2373,2373,1,5,MINOR
2374,2374,2374,2374,2374,2,2,serious
2375,2375,2375,2375,2375,8,2,SERIOUS
2376,2376,2376,2376,2376,5,0,Serious
2377,2377,2377,2377,2377,8,5,CRITICAL
2378,2378,2378,2378,2378,6,3,critical
2379,2379,2379,2379,2379,5,3,critical
2380,2380,2380,2380,2380,3,23,serious
2381,2381,2381,2381,2381,2,2,Minor
2382,2382,2382,2382,2382,3,5,SERIOUS
2383,2383,2383,2383,2383,8,3,Critical
2384,2384,2384,2384,2384,8,1,minor
2385,2385,2385,2385,2385,2,4,Minor
2386,2386,2386,2386,2386,8,1,serious
2387,2387,2387,2387,2387,3,0,critical
2388,2388,2388,2388,2388,5,4,minor
2389,2389,2389,2389,2389,5,3,Critical
2390,2390,2390,2390,2390,1,0,minor
2391,2391,2391,2391,2391,6,4,Serious
2392,2392,2392,2392,2392,8,4,MINOR
2393,2393,2393,2393,2393,3,5,SERIOUS
2394,2394,2394,2394,2394,8,5,SERIOUS
2395,2395,2395,2395,2395,8,4,CRITICAL
2396,2396,2396,2396,2396,4,1,Serious
2397,2397,2397,2397,2397,1,0,serious
2398,2398,2398,2398,2398,3,5,critical
2399,2399,2399,2399,2399,3,4,MINOR
2400,2400,2400,2400,2400,8,1,serious
2401,2401,2401,2401,2401,1,1,SERIOUS
2402,2402,2402,2402,2402,5,2,serious
2403,2403,2403,2403,2403,3,2,minor
2404,2404,2404,2404,2404,5,1,SERIOUS
2405,2405,2405,2405,2405,1,3,Minor
2406,2406,2406,2406,2406,5,0,Serious
2407,2407,2407,2407,2407,2,0,serious
2408,2408,2408,2408,2408,4,1,critical
2409,2409,2409,2409,2409,7,2,minor
2410,2410,2410,2410,2410,3,0,Serious
2411,2411,2411,2411,2411,6,5,Serious
2412,2412,2412,2412,2412,4,4,SERIOUS
2413,2413,2413,2413,2413,7,1,SERIOUS
2414,2414,2414,2414,2414,5,2,MINOR
2415,2415,2415,2415,2415,3,4,MINOR
2416,2416,2416,2416,2416,5,2,MINOR
2417,2417,2417,2417,2417,2,0,critical
2418,2418,2418,2418,2418,1,0,Minor
2419,2419,2419,2419,2419,3,21,critical
2420,2420,2420,2420,2420,7,0,Critical
2421,2421,2421,2421,2421,7,4,SERIOUS
2422,2422,2422,2422,2422,2,4,MINOR
2423,2423,2423,2423,2423,2,5,Serious
2424,2424,2424,2424,2424,8,3,Critical
2425,2425,2425,2425,2425,3,1,Minor
2426,2426,2426,2426,2426,5,0,Critical
2427,2427,2427,2427,2427,6,0,CRITICAL
2428,2428,2428,2428,2428,7,1,Serious
2429,2429,2429,2429,2429,7,2,critical
2430,2430,2430,2430,2430,2,5,SERIOUS
2431,2431,2431,2431,2431,4,1,CRITICAL
2432,2432,2432,2432,2432,2,16,Minor
2433,2433,2433,2433,2433,6,5,MINOR
2434,2434,2434,2434,2434,5,5,Serious
2435,2435,2435,2435,2435,5,3,Minor
2436,2436,2436,2436,2436,4,1,Critical
2437,2437,2437,2437,2437,7,3,Critical
2438,2438,2438,2438,2438,2,1,minor
2439,2439,2439,2439,2439,8,4,Serious
2440,2440,2440,2440,2440,5,4,Serious
2441,2441,2441,2441,2441,6,3,MINOR
2442,2442,2442,2442,2442,3,1,SERIOUS
2443,2443,2443,2443,2443,1,3,CRITICAL
2444,2444,2444,2444,2444,1,4,SERIOUS
2445,2445,2445,2445,2445,1,5,Minor
2446,2446,2446,2446,2446,8,1,MINOR
2447,2447,2447,2447,2447,7,0,SERIOUS
2448,2448,2448,2448,2448,2,2,MINOR
2449,2449,2449,2449,2449,4,0,minor
2450,2450,2450,2450,2450,8,3,critical
2451,2451,2451,2451,2451,8,3,minor
2452,2452,2452,2452,2452,5,3,Critical
2453,2453,2453,2453,2453,3,19,Critical
2454,2454,2454,2454,2454,8,5,minor
2455,2455,2455,2455,2455,6,0,SERIOUS
2456,2456,2456,2456,2456,3,5,Serious
2457,2457,2457,2457,2457,6,3,CRITICAL
2458,2458,2458,2458,2458,7,1,critical
2459,2459,2459,2459,2459,2,3,Critical
2460,2460,2460,2460,2460,1,1,Serious
2461,2461,2461,2461,2461,8,4,Critical
2462,2462,2462,2462,2462,2,0,MINOR
2463,2463,2463,2463,2463,7,0,CRITICAL
2464,2464,2464,2464,2464,4,0,serious
2465,2465,2465,2465,2465,4,3,CRITICAL
2466,2466,2466,2466,2466,7,5,critical
2467,2467,2467,2467,2467,6,5,MINOR
2468,2468,2468,2468,2468,5,1,minor
2469,2469,2469,2469,2469,5,1,SERIOUS
2470,2470,2470,2470,2470,6,2,Serious
2471,2471,2471,2471,2471,4,1,Serious
2472,2472,2472,2472,2472,4,1,serious
2473,2473,2473,2473,2473,8,4,Critical
2474,2474,2474,2474,2474,4,2,serious
2475,2475,2475,2475,2475,2,4,minor
2476,2476,2476,2476,2476,4,3,Minor
2477,2477,2477,2477,2477,3,5,Minor
2478,2478,2478,2478,2478,8,2,Minor
2479,2479,2479,2479,2479,1,5,minor
2480,2480,2480,2480,2480,4,5,SERIOUS
2481,2481,2481,2481,2481,6,2,critical
2482,2482,2482,2482,2482,1,3,minor
2483,2483,2483,2483,2483,2,2,CRITICAL
2484,2484,2484,2484,2484,6,5,Critical
2485,2485,2485,2485,2485,1,2,minor
2486,2486,2486,2486,2486,6,0,Serious
2487,2487,2487,2487,2487,2,2,minor
2488,2488,2488,2488,2488,8,2,Critical
2489,2489,2489,2489,2489,3,5,serious
2490,2490,2490,2490,2490,2,1,MINOR
2491,2491,2491,2491,2491,2,5,critical
2492,2492,2492,2492,2492,6,4,CRITICAL
2493,2493,2493,2493,2493,8,0,MINOR
2494,2494,2494,2494,2494,7,3,MINOR
2495,2495,2495,2495,2495,5,4,minor
2496,2496,2496,2496,2496,4,17,Critical
2497,2497,2497,2497,2497,4,21,SERIOUS
2498,2498,2498,2498,2498,3,4,CRITICAL
2499,2499,2499,2499,2499,3,4,serious
2500,2500,2500,2500,2500,4,25,Serious
2501,2501,2501,2501,2501,5,4,SERIOUS
2502,2502,2502,2502,2502,4,2,CRITICAL
2503,2503,2503,2503,2503,7,1,minor
2504,2504,2504,2504,2504,5,1,SERIOUS
2505,2505,2505,2505,2505,3,5,MINOR
2506,2506,2506,2506,2506,1,5,critical
2507,2507,2507,2507,2507,6,5,Serious
2508,2508,2508,2508,2508,7,4,critical
2509,2509,2509,2509,2509,7,0,minor
2510,2510,2510,2510,2510,8,2,CRITICAL
2511,2511,2511,2511,2511,3,3,Critical
2512,2512,2512,2512,2512,3,3,Minor
2513,2513,2513,2513,2513,2,0,Serious
2514,2514,2514,2514,2514,7,1,Serious
2515,2515,2515,2515,2515,2,4,serious
2516,2516,2516,2516,2516,2,1,Minor
2517,2517,2517,2517,2517,6,19,MINOR
2518,2518,2518,2518,2518,2,3,critical
2519,2519,2519,2519,2519,5,1,Critical
2520,2520,2520,2520,2520,4,2,MINOR
2521,2521,2521,2521,2521,1,5,MINOR
2522,2522,2522,2522,2522,3,3,serious
2523,2523,2523,2523,2523,5,21,Critical
2524,2524,2524,2524,2524,1,4,MINOR
2525,2525,2525,2525,2525,7,0,SERIOUS
2526,2526,2526,2526,2526,7,0,minor
2527,2527,2527,2527,2527,7,5,critical
2528,2528,2528,2528,2528,5,1,Serious
2529,2529,2529,2529,2529,5,1,Critical
2530,2530,2530,2530,2530,3,5,SERIOUS
2531,2531,2531,2531,2531,4,3,Critical
2532,2532,2532,2532,2532,8,4,serious
2533,2533,2533,2533,2533,2,3,critical
2534,2534,2534,2534,2534,7,5,critical
2535,2535,2535,2535,2535,6,5,minor
2536,2536,2536,2536,2536,4,4,minor
2537,2537,2537,2537,2537,6,4,SERIOUS
2538,2538,2538,2538,2538,3,1,critical
2539,2539,2539,2539,2539,3,25,MINOR
2540,2540,2540,2540,2540,3,0,critical
2541,2541,2541,2541,2541,1,5,MINOR
2542,2542,2542,2542,2542,6,4,SERIOUS
2543,2543,2543,2543,2543,4,5,MINOR
2544,2544,2544,2544,2544,8,4,serious
2545,2545,2545,2545,2545,4,0,CRITICAL
2546,2546,2546,2546,2546,5,2,SERIOUS
2547,2547,2547,2547,2547,5,0,CRITICAL
2548,2548,2548,2548,2548,7,1,serious
2549,2549,2549,2549,2549,8,5,MINOR
2550,2550,2550,2550,2550,5,4,Critical
2551,2551,2551,2551,2551,3,5,Critical
2552,2552,2552,2552,2552,4,1,serious
2553,2553,2553,2553,2553,6,5,serious
2554,2554,2554,2554,2554,3,4,critical
2555,2555,2555,2555,2555,1,4,Serious
2556,2556,2556,2556,2556,5,5,Minor
2557,2557,2557,2557,2557,3,2,serious
2558,2558,2558,2558,2558,3,4,MINOR
2559,2559,2559,2559,2559,1,5,Critical
2560,2560,2560,2560,2560,2,5,critical
2561,2561,2561,2561,2561,4,4,Minor
2562,2562,2562,2562,2562,6,10,MINOR
2563,2563,2563,2563,2563,7,3,Critical
2564,2564,2564,2564,2564,2,4,MINOR
2565,2565,2565,2565,2565,5,4,critical
2566,2566,2566,2566,2566,3,5,MINOR
2567,2567,2567,2567,2567,8,2,CRITICAL
2568,2568,2568,2568,2568,1,2,critical
2569,2569,2569,2569,2569,1,5,Serious
2570,2570,2570,2570,2570,8,2,Critical
2571,2571,2571,2571,2571,4,0,Minor
2572,2572,2572,2572,2572,2,4,MINOR
2573,2573,2573,2573,2573,7,1,Critical
2574,2574,2574,2574,2574,4,1,SERIOUS
2575,2575,2575,2575,2575,8,2,MINOR
2576,2576,2576,2576,2576,3,1,SERIOUS
2577,2577,2577,2577,2577,8,3,Critical
2578,2578,2578,2578,2578,4,4,minor
2579,2579,2579,2579,2579,6,3,critical
2580,2580,2580,2580,2580,1,5,Minor
2581,2581,2581,2581,2581,1,2,SERIOUS
2582,2582,2582,2582,2582,5,4,minor
2583,2583,2583,2583,2583,5,4,serious
2584,2584,2584,2584,2584,8,5,serious
2585,2585,2585,2585,2585,7,4,Critical
2586,2586,2586,2586,2586,3,3,Serious
2587,2587,2587,2587,2587,6,5,Critical
2588,2588,2588,2588,2588,2,3,Serious
2589,2589,2589,2589,2589,4,2,serious
2590,2590,2590,2590,2590,7,1,MINOR
2591,2591,2591,2591,2591,3,3,critical
2592,2592,2592,2592,2592,5,5,Minor
2593,2593,2593,2593,2593,8,4,Critical
2594,2594,2594,2594,2594,4,3,Critical
2595,2595,2595,2595,2595,5,1,minor
2596,2596,2596,2596,2596,8,5,serious
2597,2597,2597,2597,2597,4,5,SERIOUS
2598,2598,2598,2598,2598,2,3,SERIOUS
2599,2599,2599,2599,2599,3,0,CRITICAL
2600,2600,2600,2600,2600,4,3,Minor
2601,2601,2601,2601,2601,6,3,serious
2602,2602,2602,2602,2602,7,5,critical
2603,2603,2603,2603,2603,1,1,SERIOUS
2604,2604,2604,2604,2604,6,0,SERIOUS
2605,2605,2605,2605,2605,6,0,Critical
2606,2606,2606,2606,2606,7,4,critical
2607,2607,2607,2607,2607,1,4,Serious
2608,2608,2608,2608,2608,6,1,CRITICAL
2609,2609,2609,2609,2609,4,5,serious
2610,2610,2610,2610,2610,4,2,Minor
2611,2611,2611,2611,2611,4,16,SERIOUS
2612,2612,2612,2612,2612,1,4,Minor
2613,2613,2613,2613,2613,6,1,minor
2614,2614,2614,2614,2614,8,2,minor
2615,2615,2615,2615,2615,1,0,CRITICAL
2616,2616,2616,2616,2616,4,1,Critical
2617,2617,2617,2617,2617,7,1,Serious
2618,2618,2618,2618,2618,6,5,serious
2619,2619,2619,2619,2619,6,2,SERIOUS
2620,2620,2620,2620,2620,5,3,CRITICAL
2621,2621,2621,2621,2621,5,5,Critical
2622,2622,2622,2622,2622,2,2,minor
2623,2623,2623,2623,2623,8,2,minor
2624,2624,2624,2624,2624,8,1,SERIOUS
2625,2625,2625,2625,2625,3,5,Critical
2626,2626,2626,2626,2626,8,1,Minor
2627,2627,2627,2627,2627,5,1,serious
2628,2628,2628,2628,2628,1,3,critical
2629,2629,2629,2629,2629,8,3,Serious
2630,2630,2630,2630,2630,5,2,MINOR
2631,2631,2631,2631,2631,2,4,SERIOUS
2632,2632,2632,2632,2632,6,2,MINOR
2633,2633,2633,2633,2633,8,2,SERIOUS
2634,2634,2634,2634,2634,2,0,Minor
2635,2635,2635,2635,2635,6,1,MINOR
2636,2636,2636,2636,2636,7,3,minor
2637,2637,2637,2637,2637,7,2,MINOR
2638,2638,2638,2638,2638,6,3,minor
2639,2639,2639,2639,2639,8,2,Critical
2640,2640,2640,2640,2640,3,2,CRITICAL
2641,2641,2641,2641,2641,5,3,MINOR
2642,2642,2642,2642,2642,1,0,minor
2643,2643,2643,2643,2643,1,0,Minor
2644,2644,2644,2644,2644,4,1,Serious
2645,2645,2645,2645,2645,6,4,Serious
2646,2646,2646,2646,2646,1,5,Critical
2647,2647,2647,2647,2647,8,5,Critical
2648,2648,2648,2648,2648,3,0,Minor
2649,2649,2649,2649,2649,6,2,Minor
2650,2650,2650,2650,2650,3,22,CRITICAL
2651,2651,2651,2651,2651,8,1,serious
2652,2652,2652,2652,2652,1,1,CRITICAL
2653,2653,2653,2653,2653,1,4,serious
2654,2654,2654,2654,2654,4,5,Critical
2655,2655,2655,2655,2655,1,0,MINOR
2656,2656,2656,2656,2656,6,2,serious
2657,2657,2657,2657,2657,8,4,CRITICAL
2658,2658,2658,2658,2658,7,1,minor
2659,2659,2659,2659,2659,8,2,minor
2660,2660,2660,2660,2660,6,2,minor
2661,2661,2661,2661,2661,6,2,MINOR
2662,2662,2662,2662,2662,4,0,SERIOUS
2663,2663,2663,2663,2663,4,3,MINOR
2664,2664,2664,2664,2664,1,2,Minor
2665,2665,2665,2665,2665,2,3,CRITICAL
2666,2666,2666,2666,2666,8,4,Critical
2667,2667,2667,2667,2667,8,5,CRITICAL
2668,2668,2668,2668,2668,2,1,MINOR
2669,2669,2669,2669,2669,4,1,SERIOUS
2670,2670,2670,2670,2670,1,1,Serious
2671,2671,2671,2671,2671,2,4,minor
