accident_key,incident_id,incident_date,day_of_week,month,year,quarter,driver_age,driver_gender,road_conditions,weather_conditions,vehicle_type,vehicle_make,vehicle_model,accident_severity,number_of_vehicles,number_of_fatalities,is_weekend,season,age_group
2468,2468,03/30/2023,,,,,57.0,Other,Muddy,cloudy,Motorcycle,Volkswagen,Model C,minor,5,1,False,,Senior
2469,2469,10/21/2024,,,,,192.0,Male,Icy,storm,SUV,Toyota,Model H,SERIOUS,5,1,False,,
2470,2470,05/05/2021,,,,,54.0,Male,muddy,Snow,Car,Hyundai,Model G,Serious,6,2,False,,Senior
2471,2471,09/10/2022,,,,,85.0,Male,muddy,Windy,Truck,Ford,Model E,Serious,4,1,False,,Elderly
2472,2472,08/20/2024,,,,,85.0,Male,muddy,storm,Sedan,Volkswagen,Model G,serious,4,1,False,,Elderly
2473,2473,08/16/2024,,,,,,Female,Icy,Clear,Sedan,Mercedes,Model G,Critical,8,4,False,,
2474,2474,08/13/2022,,,,,71.0,Male,Icy,snow,Sedan,Ford,Model H,serious,4,2,False,,Elderly
2475,2475,2023-11-06,Monday,11.0,2023.0,4.0,144.0,Other,icy,Cloudy,Car,Ford,Model E,minor,2,4,False,Fall,
2476,2476,11-03-2024,,,,,,Other,DRY,rain,Motorcycle,Audi,Model B,Minor,4,3,False,,
2477,2477,09-07-2024,,,,,72.0,Female,Dry,rain,Sedan,Mercedes,Model D,Minor,3,5,False,,Elderly
2478,2478,03-11-2023,,,,,43.0,Other,DRY,storm,Van,BMW,Model C,Minor,8,2,False,,Middle-aged
2479,2479,01-08-2023,,,,,63.0,Female,Icy,Cloudy,Van,Volkswagen,Model C,minor,1,5,False,,Senior
2480,2480,2024-06-27,Thursday,6.0,2024.0,2.0,,Male,Muddy,Sunny,Van,Hyundai,Model H,SERIOUS,4,5,False,Summer,
2481,2481,11/15/2024,,,,,49.0,Female,icy,cloudy,SUV,Chevrolet,Model E,critical,6,2,False,,Middle-aged
2482,2482,2022-02-13,Sunday,2.0,2022.0,1.0,63.0,Other,dry,clear,SUV,Honda,Model F,minor,1,3,True,Winter,Senior
2483,2483,2023-10-05,Thursday,10.0,2023.0,4.0,60.0,Male,icy,Snow,Van,Honda,Model B,CRITICAL,2,2,False,Fall,Senior
2484,2484,05/02/2023,,,,,20.0,Other,muddy,storm,Bus,Honda,Model G,Critical,6,5,False,,Young
2485,2485,2024-02-15,Thursday,2.0,2024.0,1.0,35.0,Male,Dry,clear,Motorcycle,Ford,Model C,minor,1,2,False,Winter,Adult
2486,2486,07/02/2021,,,,,,Male,DRY,Clear,Bus,Nissan,Model C,Serious,6,0,False,,
2487,2487,2024-10-18,Friday,10.0,2024.0,4.0,70.0,Female,dry,rain,Truck,Nissan,Model G,minor,2,2,False,Fall,Elderly
2488,2488,2023-10-29,Sunday,10.0,2023.0,4.0,31.0,Male,muddy,Cloudy,Bus,Audi,Model G,Critical,8,2,True,Fall,Adult
2489,2489,11/05/2021,,,,,74.0,Male,WET,Storm,Bus,Toyota,Model G,serious,3,5,False,,Elderly
2490,2490,2022-04-10,Sunday,4.0,2022.0,2.0,45.0,Other,dry,fog,Truck,Hyundai,Model B,MINOR,2,1,True,Spring,Middle-aged
2491,2491,04-04-2022,,,,,,Male,Wet,cloudy,Motorcycle,Mercedes,Model H,critical,2,5,False,,
2492,2492,04-06-2021,,,,,,Male,muddy,clear,Van,Ford,Model G,CRITICAL,6,4,False,,
2493,2493,11/14/2024,,,,,70.0,Male,Wet,Cloudy,Truck,Mercedes,Model B,MINOR,8,0,False,,Elderly
2494,2494,14/04/2021,,,,,,Male,ICY,rain,Bus,Audi,Model B,MINOR,7,3,False,,
2495,2495,07-26-2023,,,,,75.0,Female,Dry,Windy,Motorcycle,Volkswagen,Model A,minor,5,4,False,,Elderly
2496,2496,06/04/2024,,,,,48.0,Male,wet,sunny,Van,Hyundai,Model C,Critical,4,17,False,,Middle-aged
2497,2497,2024-02-26,Monday,2.0,2024.0,1.0,50.0,Male,DRY,Windy,Sedan,Mercedes,Model F,SERIOUS,4,21,False,Winter,Middle-aged
2498,2498,2021-08-04,Wednesday,8.0,2021.0,3.0,48.0,Female,muddy,windy,Car,Mercedes,Model F,CRITICAL,3,4,False,Summer,Middle-aged
2499,2499,08/30/2021,,,,,,Male,WET,Storm,Motorcycle,Honda,Model D,serious,3,4,False,,
2500,2500,08/22/2022,,,,,18.0,Male,wet,fog,Sedan,BMW,Model A,Serious,4,25,False,,Young
2501,2501,2021-07-23,Friday,7.0,2021.0,3.0,45.0,Female,Wet,windy,Sedan,BMW,Model G,SERIOUS,5,4,False,Summer,Middle-aged
2502,2502,15/01/2023,,,,,30.0,Female,dry,storm,Van,Hyundai,Model E,CRITICAL,4,2,False,,Adult
2503,2503,18/02/2022,,,,,,Female,Dry,Rain,Bus,BMW,Model F,minor,7,1,False,,
2504,2504,2021-01-14,Thursday,1.0,2021.0,1.0,53.0,Male,WET,storm,Pickup,BMW,Model H,SERIOUS,5,1,False,Winter,Senior
2505,2505,08/29/2023,,,,,,Female,muddy,rain,SUV,Nissan,Model A,MINOR,3,5,False,,
2506,2506,02/02/2023,,,,,75.0,Male,icy,cloudy,Van,Audi,Model B,critical,1,5,False,,Elderly
2507,2507,13/07/2024,,,,,30.0,Other,dry,clear,Pickup,Audi,Model E,Serious,6,5,False,,Adult
2508,2508,21/12/2023,,,,,53.0,Female,ICY,sunny,SUV,Nissan,Model E,critical,7,4,False,,Senior
2509,2509,29/05/2023,,,,,,Female,wet,Rain,SUV,Ford,Model H,minor,7,0,False,,
2510,2510,07-29-2023,,,,,23.0,Other,Wet,cloudy,Motorcycle,Ford,Model D,CRITICAL,8,2,False,,Young
2511,2511,03-02-2021,,,,,44.0,Male,muddy,storm,Bus,Honda,Model C,Critical,3,3,False,,Middle-aged
2512,2512,26/11/2023,,,,,,Male,ICY,Snow,SUV,Toyota,Model G,Minor,3,3,False,,
2513,2513,10/07/2022,,,,,75.0,Other,icy,windy,Car,BMW,Model H,Serious,2,0,False,,Elderly
2514,2514,03/17/2023,,,,,,Other,Icy,Fog,Bus,Hyundai,Model B,Serious,7,1,False,,
2515,2515,2024-03-22,Friday,3.0,2024.0,1.0,,Other,Dry,Fog,Bus,Ford,Model E,serious,2,4,False,Spring,
2516,2516,07-17-2024,,,,,,Other,muddy,Cloudy,SUV,Honda,Model H,Minor,2,1,False,,
2517,2517,08-29-2022,,,,,56.0,Male,Wet,Windy,Car,BMW,Model E,MINOR,6,19,False,,Senior
2518,2518,16/09/2022,,,,,26.0,Male,dry,Sunny,Motorcycle,BMW,Model H,critical,2,3,False,,Adult
2519,2519,2022-12-06,Tuesday,12.0,2022.0,4.0,66.0,Female,DRY,Snow,Motorcycle,Toyota,Model C,Critical,5,1,False,Winter,Elderly
2520,2520,07/27/2022,,,,,,Female,Icy,windy,Pickup,Honda,Model G,MINOR,4,2,False,,
2521,2521,08/04/2023,,,,,71.0,Female,DRY,rain,Motorcycle,BMW,Model F,MINOR,1,5,False,,Elderly
2522,2522,01/20/2024,,,,,,Other,muddy,sunny,Motorcycle,Honda,Model C,serious,3,3,False,,
2523,2523,12/09/2022,,,,,37.0,Male,Dry,clear,Motorcycle,Ford,Model C,Critical,5,21,False,,Middle-aged
2524,2524,09/02/2022,,,,,39.0,Male,ICY,sunny,SUV,Chevrolet,Model E,MINOR,1,4,False,,Middle-aged
2525,2525,01-06-2024,,,,,85.0,Female,wet,Rain,Car,Volkswagen,Model B,SERIOUS,7,0,False,,Elderly
2526,2526,09/16/2021,,,,,60.0,Female,muddy,sunny,Motorcycle,Honda,Model H,minor,7,0,False,,Senior
2527,2527,11-14-2023,,,,,45.0,Male,DRY,clear,Bus,Chevrolet,Model G,critical,7,5,False,,Middle-aged
2528,2528,2021-11-24,Wednesday,11.0,2021.0,4.0,74.0,Male,dry,snow,Sedan,Mercedes,Model F,Serious,5,1,False,Fall,Elderly
2529,2529,11/01/2024,,,,,45.0,Male,Muddy,Windy,Pickup,Chevrolet,Model E,Critical,5,1,False,,Middle-aged
2530,2530,09/15/2022,,,,,20.0,Other,WET,clear,Truck,Ford,Model H,SERIOUS,3,5,False,,Young
2531,2531,03/05/2021,,,,,,Female,muddy,cloudy,Car,Toyota,Model A,Critical,4,3,False,,
2532,2532,06/11/2023,,,,,77.0,Male,icy,cloudy,Motorcycle,BMW,Model G,serious,8,4,False,,Elderly
2533,2533,26/08/2024,,,,,32.0,Male,DRY,Snow,Truck,Mercedes,Model H,critical,2,3,False,,Adult
2534,2534,03-18-2024,,,,,24.0,Female,Wet,windy,Motorcycle,Chevrolet,Model G,critical,7,5,False,,Young
2535,2535,04/06/2024,,,,,,Female,icy,sunny,Truck,Nissan,Model F,minor,6,5,False,,
2536,2536,29/12/2023,,,,,32.0,Male,wet,snow,Car,Nissan,Model C,minor,4,4,False,,Adult
2537,2537,09-05-2022,,,,,35.0,Male,WET,cloudy,Car,Mercedes,Model B,SERIOUS,6,4,False,,Adult
2538,2538,2024-10-09,Wednesday,10.0,2024.0,4.0,,Other,Dry,fog,Truck,BMW,Model E,critical,3,1,False,Fall,
2539,2539,13/02/2023,,,,,,Female,icy,storm,Pickup,Nissan,Model H,MINOR,3,25,False,,
2540,2540,03/11/2022,,,,,48.0,Female,icy,Fog,Sedan,BMW,Model B,critical,3,0,False,,Middle-aged
2541,2541,10/01/2023,,,,,27.0,Other,wet,rain,SUV,Audi,Model A,MINOR,1,5,False,,Adult
2542,2542,22/05/2023,,,,,,Other,Muddy,Storm,Motorcycle,Honda,Model G,SERIOUS,6,4,False,,
2543,2543,08/05/2021,,,,,29.0,Female,Wet,cloudy,Pickup,Audi,Model D,MINOR,4,5,False,,Adult
2544,2544,16/03/2022,,,,,35.0,Male,Icy,Windy,Van,Volkswagen,Model D,serious,8,4,False,,Adult
2545,2545,12-14-2023,,,,,182.0,Female,muddy,Sunny,Motorcycle,Toyota,Model F,CRITICAL,4,0,False,,
2546,2546,06-25-2022,,,,,46.0,Male,muddy,sunny,SUV,Mercedes,Model H,SERIOUS,5,2,False,,Middle-aged
2547,2547,11-12-2024,,,,,36.0,Female,Wet,fog,Motorcycle,Toyota,Model E,CRITICAL,5,0,False,,Middle-aged
2548,2548,2021-11-30,Tuesday,11.0,2021.0,4.0,28.0,Male,icy,clear,Motorcycle,Ford,Model A,serious,7,1,False,Fall,Adult
2549,2549,09-18-2021,,,,,39.0,Other,Wet,fog,Bus,Mercedes,Model D,MINOR,8,5,False,,Middle-aged
2550,2550,18/11/2023,,,,,61.0,Other,DRY,snow,Bus,BMW,Model E,Critical,5,4,False,,Senior
2551,2551,12/03/2022,,,,,,Male,wet,Storm,Truck,Toyota,Model F,Critical,3,5,False,,
2552,2552,18/11/2021,,,,,21.0,Female,Wet,Clear,Truck,Mercedes,Model H,serious,4,1,False,,Young
2553,2553,01/09/2021,,,,,28.0,Male,Wet,storm,Bus,Mercedes,Model B,serious,6,5,False,,Adult
2554,2554,05/09/2021,,,,,28.0,Other,Muddy,Rain,Truck,Mercedes,Model H,critical,3,4,False,,Adult
2555,2555,2023-12-07,Thursday,12.0,2023.0,4.0,,Female,muddy,cloudy,SUV,Hyundai,Model A,Serious,1,4,False,Winter,
2556,2556,31/01/2023,,,,,,Female,icy,Windy,Van,Audi,Model E,Minor,5,5,False,,
2557,2557,08/26/2022,,,,,65.0,Female,icy,sunny,Truck,Audi,Model B,serious,3,2,False,,Senior
2558,2558,04/22/2024,,,,,,Other,DRY,rain,SUV,Chevrolet,Model E,MINOR,3,4,False,,
2559,2559,2022-08-04,Thursday,8.0,2022.0,3.0,21.0,Female,wet,storm,Truck,Nissan,Model F,Critical,1,5,False,Summer,Young
2560,2560,2023-09-29,Friday,9.0,2023.0,3.0,58.0,Female,Dry,cloudy,Truck,Volkswagen,Model H,critical,2,5,False,Fall,Senior
2561,2561,01/27/2024,,,,,82.0,Male,Muddy,Snow,Sedan,BMW,Model G,Minor,4,4,False,,Elderly
2562,2562,03/19/2024,,,,,51.0,Male,muddy,Sunny,Car,Volkswagen,Model A,MINOR,6,10,False,,Senior
2563,2563,02/12/2023,,,,,,Male,Wet,Sunny,Sedan,BMW,Model G,Critical,7,3,False,,
2564,2564,10/11/2021,,,,,79.0,Male,Muddy,Fog,Sedan,Honda,Model A,MINOR,2,4,False,,Elderly
2565,2565,2023-07-09,Sunday,7.0,2023.0,3.0,27.0,Other,DRY,snow,Pickup,Hyundai,Model G,critical,5,4,True,Summer,Adult
2566,2566,2022-10-29,Saturday,10.0,2022.0,4.0,,Other,Muddy,Fog,Bus,Nissan,Model B,MINOR,3,5,True,Fall,
2567,2567,03/07/2024,,,,,23.0,Other,dry,Fog,Motorcycle,Honda,Model C,CRITICAL,8,2,False,,Young
2568,2568,22/04/2022,,,,,82.0,Other,Muddy,windy,Sedan,Ford,Model A,critical,1,2,False,,Elderly
2569,2569,04-04-2021,,,,,196.0,Male,icy,cloudy,SUV,Nissan,Model E,Serious,1,5,False,,
2570,2570,2024-08-15,Thursday,8.0,2024.0,3.0,,Female,WET,sunny,Van,Volkswagen,Model H,Critical,8,2,False,Summer,
2571,2571,12-06-2021,,,,,66.0,Female,ICY,Snow,Pickup,Nissan,Model G,Minor,4,0,False,,Elderly
2572,2572,12/19/2024,,,,,64.0,Other,WET,Storm,Bus,Volkswagen,Model F,MINOR,2,4,False,,Senior
2573,2573,2021-06-24,Thursday,6.0,2021.0,2.0,37.0,Other,icy,cloudy,Truck,Toyota,Model F,Critical,7,1,False,Summer,Middle-aged
2574,2574,06-21-2024,,,,,48.0,Other,Icy,snow,Pickup,Audi,Model C,SERIOUS,4,1,False,,Middle-aged
2575,2575,2023-12-05,Tuesday,12.0,2023.0,4.0,83.0,Male,Dry,Fog,Motorcycle,Volkswagen,Model B,MINOR,8,2,False,Winter,Elderly
2576,2576,02/09/2023,,,,,,Male,WET,Sunny,Van,Nissan,Model C,SERIOUS,3,1,False,,
2577,2577,10/09/2024,,,,,64.0,Female,Dry,Rain,Motorcycle,Ford,Model B,Critical,8,3,False,,Senior
2578,2578,08/02/2021,,,,,66.0,Other,Icy,snow,Bus,Audi,Model H,minor,4,4,False,,Elderly
2579,2579,12/16/2024,,,,,23.0,Male,Dry,windy,Car,BMW,Model D,critical,6,3,False,,Young
2580,2580,29/12/2023,,,,,44.0,Female,wet,Snow,Sedan,Mercedes,Model E,Minor,1,5,False,,Middle-aged
2581,2581,04/03/2021,,,,,,Female,Icy,cloudy,SUV,Ford,Model B,SERIOUS,1,2,False,,
2582,2582,01/05/2022,,,,,76.0,Male,DRY,storm,Van,Audi,Model F,minor,5,4,False,,Elderly
2583,2583,2022-06-11,Saturday,6.0,2022.0,2.0,20.0,Female,Icy,Rain,SUV,Nissan,Model E,serious,5,4,True,Summer,Young
2584,2584,23/07/2021,,,,,85.0,Other,muddy,clear,Van,Nissan,Model A,serious,8,5,False,,Elderly
2585,2585,10/01/2022,,,,,,Male,Dry,windy,Motorcycle,Toyota,Model C,Critical,7,4,False,,
2586,2586,09/21/2022,,,,,,Male,Wet,storm,Bus,Mercedes,Model D,Serious,3,3,False,,
2587,2587,2022-10-29,Saturday,10.0,2022.0,4.0,135.0,Male,Muddy,Cloudy,Bus,Toyota,Model G,Critical,6,5,True,Fall,
2588,2588,2024-12-31,Tuesday,12.0,2024.0,4.0,85.0,Female,muddy,clear,Van,Hyundai,Model A,Serious,2,3,False,Winter,Elderly
2589,2589,2023-03-10,Friday,3.0,2023.0,1.0,,Female,WET,snow,Pickup,Chevrolet,Model E,serious,4,2,False,Spring,
2590,2590,19/10/2021,,,,,18.0,Male,Wet,Windy,Van,Chevrolet,Model H,MINOR,7,1,False,,Young
2591,2591,02/09/2023,,,,,40.0,Other,Icy,cloudy,Sedan,Chevrolet,Model G,critical,3,3,False,,Middle-aged
2592,2592,05/06/2022,,,,,49.0,Female,muddy,cloudy,Motorcycle,Nissan,Model B,Minor,5,5,False,,Middle-aged
2593,2593,31/10/2023,,,,,42.0,Other,Wet,rain,Motorcycle,Ford,Model A,Critical,8,4,False,,Middle-aged
2594,2594,05/05/2021,,,,,52.0,Other,Icy,Windy,SUV,Ford,Model E,Critical,4,3,False,,Senior
2595,2595,01/03/2021,,,,,,Other,wet,Rain,Truck,Ford,Model A,minor,5,1,False,,
2596,2596,02-08-2021,,,,,69.0,Other,Wet,Storm,Motorcycle,BMW,Model C,serious,8,5,False,,Elderly
2597,2597,05/20/2022,,,,,39.0,Female,dry,Storm,Bus,Toyota,Model E,SERIOUS,4,5,False,,Middle-aged
2598,2598,09/03/2024,,,,,57.0,Male,Muddy,Snow,Car,Chevrolet,Model E,SERIOUS,2,3,False,,Senior
2599,2599,07/26/2024,,,,,49.0,Other,dry,Windy,SUV,BMW,Model D,CRITICAL,3,0,False,,Middle-aged
2600,2600,01/12/2024,,,,,34.0,Female,DRY,fog,Truck,Audi,Model E,Minor,4,3,False,,Adult
2601,2601,05/18/2023,,,,,85.0,Female,Muddy,storm,Pickup,Chevrolet,Model B,serious,6,3,False,,Elderly
2602,2602,08-10-2023,,,,,50.0,Male,DRY,cloudy,SUV,Mercedes,Model C,critical,7,5,False,,Middle-aged
2603,2603,2021-12-09,Thursday,12.0,2021.0,4.0,,Male,WET,storm,Bus,Chevrolet,Model D,SERIOUS,1,1,False,Winter,
2604,2604,15/09/2023,,,,,55.0,Male,ICY,Windy,SUV,Audi,Model H,SERIOUS,6,0,False,,Senior
2605,2605,24/10/2024,,,,,38.0,Male,Muddy,Clear,Truck,Chevrolet,Model E,Critical,6,0,False,,Middle-aged
2606,2606,2024-07-18,Thursday,7.0,2024.0,3.0,55.0,Other,muddy,Storm,Motorcycle,Ford,Model E,critical,7,4,False,Summer,Senior
2607,2607,12/11/2023,,,,,171.0,Female,WET,snow,Pickup,Honda,Model H,Serious,1,4,False,,
2608,2608,30/12/2023,,,,,65.0,Female,DRY,Storm,Truck,Hyundai,Model B,CRITICAL,6,1,False,,Senior
2609,2609,03-21-2023,,,,,55.0,Female,Dry,Snow,Sedan,Volkswagen,Model D,serious,4,5,False,,Senior
2610,2610,27/07/2022,,,,,,Other,Muddy,fog,Car,Nissan,Model F,Minor,4,2,False,,
2611,2611,31/10/2023,,,,,28.0,Female,ICY,clear,Van,Chevrolet,Model F,SERIOUS,4,16,False,,Adult
2612,2612,10-28-2024,,,,,53.0,Female,WET,Snow,Car,Honda,Model B,Minor,1,4,False,,Senior
2613,2613,20/12/2024,,,,,85.0,Female,dry,fog,Van,BMW,Model A,minor,6,1,False,,Elderly
2614,2614,10/21/2022,,,,,46.0,Other,Wet,Rain,Truck,Nissan,Model C,minor,8,2,False,,Middle-aged
2615,2615,02/02/2021,,,,,82.0,Female,Icy,Rain,Car,Honda,Model A,CRITICAL,1,0,False,,Elderly
2616,2616,05/01/2021,,,,,53.0,Male,DRY,Clear,Bus,Ford,Model A,Critical,4,1,False,,Senior
2617,2617,20/01/2021,,,,,77.0,Male,WET,Windy,Sedan,Chevrolet,Model A,Serious,7,1,False,,Elderly
2618,2618,11/27/2024,,,,,61.0,Female,WET,windy,Sedan,Hyundai,Model C,serious,6,5,False,,Senior
2619,2619,08-22-2024,,,,,,Female,dry,sunny,Bus,Toyota,Model B,SERIOUS,6,2,False,,
2620,2620,07/10/2024,,,,,55.0,Female,Wet,Cloudy,Motorcycle,Toyota,Model H,CRITICAL,5,3,False,,Senior
2621,2621,10/02/2023,,,,,,Other,Muddy,Sunny,Sedan,Honda,Model C,Critical,5,5,False,,
2622,2622,12-29-2021,,,,,63.0,Other,Icy,clear,SUV,Hyundai,Model A,minor,2,2,False,,Senior
2623,2623,09/13/2021,,,,,,Other,Icy,Fog,Bus,Chevrolet,Model D,minor,8,2,False,,
2624,2624,03-30-2022,,,,,33.0,Female,WET,Rain,Van,Volkswagen,Model F,SERIOUS,8,1,False,,Adult
2625,2625,23/12/2024,,,,,36.0,Other,muddy,Windy,Motorcycle,BMW,Model B,Critical,3,5,False,,Middle-aged
2626,2626,06/10/2024,,,,,76.0,Other,DRY,Storm,Pickup,Toyota,Model F,Minor,8,1,False,,Elderly
2627,2627,09/10/2023,,,,,33.0,Female,muddy,Sunny,Sedan,Nissan,Model D,serious,5,1,False,,Adult
2628,2628,10/07/2023,,,,,43.0,Male,Dry,clear,Car,Audi,Model A,critical,1,3,False,,Middle-aged
2629,2629,02/06/2022,,,,,,Female,WET,snow,Car,Ford,Model H,Serious,8,3,False,,
2630,2630,07/23/2022,,,,,,Other,icy,fog,Van,Honda,Model A,MINOR,5,2,False,,
2631,2631,09/13/2024,,,,,35.0,Male,Muddy,storm,Truck,Nissan,Model H,SERIOUS,2,4,False,,Adult
2632,2632,2021-12-26,Sunday,12.0,2021.0,4.0,46.0,Male,ICY,storm,Truck,Mercedes,Model G,MINOR,6,2,True,Winter,Middle-aged
2633,2633,20/09/2021,,,,,,Female,ICY,Rain,Motorcycle,Volkswagen,Model H,SERIOUS,8,2,False,,
2634,2634,03-13-2024,,,,,129.0,Female,Muddy,Fog,Truck,Audi,Model A,Minor,2,0,False,,
2635,2635,2022-07-16,Saturday,7.0,2022.0,3.0,82.0,Other,WET,Rain,Bus,Ford,Model D,MINOR,6,1,True,Summer,Elderly
2636,2636,2024-10-20,Sunday,10.0,2024.0,4.0,67.0,Other,muddy,snow,Pickup,Honda,Model A,minor,7,3,True,Fall,Elderly
2637,2637,11-20-2024,,,,,,Male,ICY,snow,Motorcycle,BMW,Model E,MINOR,7,2,False,,
2638,2638,2023-07-19,Wednesday,7.0,2023.0,3.0,85.0,Female,DRY,Windy,Car,Nissan,Model G,minor,6,3,False,Summer,Elderly
2639,2639,05/25/2023,,,,,143.0,Female,icy,cloudy,Sedan,BMW,Model A,Critical,8,2,False,,
2640,2640,10/24/2022,,,,,,Male,dry,storm,Motorcycle,BMW,Model G,CRITICAL,3,2,False,,
2641,2641,10/24/2024,,,,,,Other,muddy,snow,SUV,Chevrolet,Model H,MINOR,5,3,False,,
2642,2642,31/03/2021,,,,,60.0,Other,dry,rain,Motorcycle,Chevrolet,Model B,minor,1,0,False,,Senior
2643,2643,07/24/2022,,,,,34.0,Female,muddy,Sunny,Motorcycle,Mercedes,Model H,Minor,1,0,False,,Adult
2644,2644,2023-03-14,Tuesday,3.0,2023.0,1.0,19.0,Other,muddy,Storm,SUV,BMW,Model E,Serious,4,1,False,Spring,Young
2645,2645,06-17-2021,,,,,,Other,Muddy,windy,Truck,Mercedes,Model E,Serious,6,4,False,,
2646,2646,08/04/2022,,,,,81.0,Male,wet,Windy,Bus,Ford,Model G,Critical,1,5,False,,Elderly
2647,2647,02/06/2021,,,,,33.0,Other,dry,rain,Truck,Hyundai,Model E,Critical,8,5,False,,Adult
2648,2648,11/06/2022,,,,,18.0,Male,Wet,Sunny,SUV,Honda,Model E,Minor,3,0,False,,Young
2649,2649,10/09/2023,,,,,68.0,Other,Muddy,Storm,Pickup,Mercedes,Model A,Minor,6,2,False,,Elderly
2650,2650,07/06/2024,,,,,35.0,Male,Wet,windy,SUV,Honda,Model E,CRITICAL,3,22,False,,Adult
2651,2651,2023-08-28,Monday,8.0,2023.0,3.0,27.0,Other,muddy,Cloudy,Truck,Toyota,Model E,serious,8,1,False,Summer,Adult
2652,2652,11/29/2022,,,,,54.0,Female,DRY,Clear,Truck,Ford,Model A,CRITICAL,1,1,False,,Senior
2653,2653,04/30/2022,,,,,,Female,icy,sunny,Car,Chevrolet,Model F,serious,1,4,False,,
2654,2654,07/15/2021,,,,,85.0,Female,wet,sunny,Car,Volkswagen,Model C,Critical,4,5,False,,Elderly
2655,2655,05/05/2021,,,,,35.0,Female,dry,storm,Pickup,Honda,Model D,MINOR,1,0,False,,Adult
2656,2656,2024-11-21,Thursday,11.0,2024.0,4.0,39.0,Other,Dry,storm,Van,Hyundai,Model G,serious,6,2,False,Fall,Middle-aged
2657,2657,2021-09-19,Sunday,9.0,2021.0,3.0,45.0,Female,ICY,windy,Pickup,Honda,Model G,CRITICAL,8,4,True,Fall,Middle-aged
2658,2658,2023-06-25,Sunday,6.0,2023.0,2.0,27.0,Male,muddy,cloudy,Sedan,Honda,Model G,minor,7,1,True,Summer,Adult
2659,2659,04/06/2024,,,,,,Female,Muddy,Snow,Pickup,Volkswagen,Model F,minor,8,2,False,,
2660,2660,2024-10-19,Saturday,10.0,2024.0,4.0,27.0,Female,muddy,Sunny,Pickup,Hyundai,Model E,minor,6,2,True,Fall,Adult
2661,2661,17/04/2021,,,,,,Male,icy,Windy,Sedan,Mercedes,Model B,MINOR,6,2,False,,
2662,2662,16/07/2021,,,,,55.0,Male,Icy,storm,Pickup,Mercedes,Model C,SERIOUS,4,0,False,,Senior
2663,2663,05/12/2024,,,,,,Male,dry,Fog,Bus,BMW,Model C,MINOR,4,3,False,,
2664,2664,08/09/2023,,,,,23.0,Other,Wet,rain,Sedan,Volkswagen,Model C,Minor,1,2,False,,Young
2665,2665,11/27/2022,,,,,61.0,Other,Icy,Fog,Car,Volkswagen,Model D,CRITICAL,2,3,False,,Senior
2666,2666,26/11/2023,,,,,,Other,Dry,Rain,SUV,Toyota,Model C,Critical,8,4,False,,
2667,2667,2021-07-30,Friday,7.0,2021.0,3.0,23.0,Other,Icy,Storm,Truck,Hyundai,Model H,CRITICAL,8,5,False,Summer,Young
2668,2668,2024-12-31,Tuesday,12.0,2024.0,4.0,34.0,Other,Wet,windy,Bus,Volkswagen,Model D,MINOR,2,1,False,Winter,Adult
2669,2669,01/02/2022,,,,,23.0,Male,Muddy,rain,Truck,Toyota,Model F,SERIOUS,4,1,False,,Young
2670,2670,09/11/2023,,,,,25.0,Female,Wet,storm,Truck,Audi,Model A,Serious,1,1,False,,Young
2671,2671,25/06/2024,,,,,67.0,Other,icy,rain,Motorcycle,Honda,Model D,minor,2,4,False,,Elderly
2672,2672,2021-04-01,Thursday,4.0,2021.0,2.0,21.0,Male,Dry,clear,Van,Volkswagen,Model G,MINOR,1,5,False,Spring,Young
2673,2673,10-01-2022,,,,,27.0,Other,icy,sunny,Car,Chevrolet,Model H,Minor,1,0,False,,Adult
2674,2674,01-03-2023,,,,,30.0,Other,WET,windy,Pickup,Chevrolet,Model E,critical,1,15,False,,Adult
2675,2675,10/29/2021,,,,,50.0,Male,DRY,Storm,Motorcycle,Chevrolet,Model F,serious,5,1,False,,Middle-aged
2676,2676,01/17/2021,,,,,73.0,Male,wet,Sunny,Bus,Honda,Model F,serious,6,3,False,,Elderly
2677,2677,05-02-2022,,,,,31.0,Male,wet,Fog,Truck,Chevrolet,Model B,MINOR,1,1,False,,Adult
2678,2678,05/15/2023,,,,,72.0,Male,Muddy,Fog,Motorcycle,Nissan,Model B,Critical,5,3,False,,Elderly
2679,2679,17/02/2022,,,,,36.0,Male,muddy,Sunny,Truck,Mercedes,Model F,Minor,4,4,False,,Middle-aged
2680,2680,09/29/2024,,,,,51.0,Other,WET,clear,SUV,BMW,Model E,CRITICAL,2,15,False,,Senior
2681,2681,11-19-2024,,,,,32.0,Male,wet,Clear,Car,Hyundai,Model F,critical,6,4,False,,Adult
2682,2682,15/06/2024,,,,,,Other,WET,Clear,SUV,Audi,Model F,MINOR,7,2,False,,
2683,2683,08/03/2021,,,,,187.0,Other,Dry,Cloudy,Pickup,Honda,Model A,serious,2,3,False,,
2684,2684,03-26-2022,,,,,61.0,Male,Dry,Windy,Car,BMW,Model D,Minor,6,4,False,,Senior
2685,2685,14/08/2023,,,,,85.0,Male,Dry,Rain,Motorcycle,Chevrolet,Model B,Serious,7,5,False,,Elderly
2686,2686,10/11/2022,,,,,,Male,Icy,cloudy,Bus,Ford,Model G,minor,2,3,False,,
2687,2687,2023-03-31,Friday,3.0,2023.0,1.0,,Female,DRY,storm,Sedan,Audi,Model H,Critical,6,12,False,Spring,
