incident_id,incident_date,driver_age,road_conditions,weather_conditions,accident_severity,number_of_vehicles,number_of_fatalities
1551,2024-10-12,177.0,DRY,Sunny,SERIOUS,8,0
1552,2024-04-04,62.0,Muddy,fog,Minor,5,18
1553,11/01/2023,26.0,icy,windy,Serious,8,2
1554,29/01/2024,53.0,dry,rain,critical,3,5
1555,09/06/2024,21.0,icy,clear,Serious,1,4
1556,2023-05-19,35.0,wet,windy,serious,5,3
1557,06/12/2024,75.0,Wet,Clear,critical,6,5
1558,01/04/2023,56.0,muddy,cloudy,Critical,4,0
1559,09-26-2021,83.0,Icy,snow,Minor,6,3
1560,07-07-2022,58.0,Dry,fog,Serious,3,0
1561,2022-02-06,24.0,Wet,storm,MINOR,5,1
1562,03/11/2021,33.0,muddy,Snow,MINOR,5,3
1563,05-14-2023,26.0,Icy,windy,minor,5,5
1564,25/11/2023,42.0,Icy,storm,minor,3,2
1565,09/24/2023,,WET,sunny,CRITICAL,3,3
1566,2023-03-27,40.0,icy,sunny,Critical,6,2
1567,2021-12-01,183.0,Muddy,Fog,Critical,2,2
1568,06/05/2022,30.0,icy,Cloudy,Critical,6,0
1569,17/11/2022,67.0,Dry,Clear,Critical,4,2
1570,16/02/2024,78.0,Dry,Windy,serious,1,0
1571,10/02/2021,,Icy,sunny,Minor,5,5
1572,23/10/2024,63.0,DRY,Storm,Minor,2,3
1573,03-25-2024,,Dry,Windy,critical,1,1
1574,08/06/2022,29.0,Wet,Sunny,minor,2,4
1575,05/07/2023,,icy,Storm,Critical,8,2
1576,08-10-2022,28.0,Wet,storm,Critical,8,2
1577,04/08/2024,85.0,icy,Storm,Critical,7,1
1578,16/07/2024,25.0,dry,fog,Minor,8,3
1579,2021-05-27,65.0,Icy,Storm,critical,6,4
1580,2022-12-05,,icy,Clear,MINOR,8,2
1581,10/11/2022,,muddy,Clear,Critical,3,5
1582,21/03/2023,161.0,muddy,cloudy,Minor,5,3
1583,01/14/2023,192.0,muddy,Snow,Serious,6,0
1584,2021-12-09,40.0,Muddy,Windy,Minor,1,0
1585,2021-02-17,,wet,storm,Serious,7,4
1586,04-26-2022,45.0,WET,Windy,Serious,7,2
1587,2021-06-13,37.0,muddy,cloudy,minor,7,2
1588,2023-03-25,74.0,Muddy,clear,serious,1,5
1589,05/11/2021,40.0,icy,windy,CRITICAL,1,2
1590,03/25/2023,74.0,Dry,Windy,serious,1,4
1591,2024-06-19,,WET,Snow,minor,1,3
1592,03/09/2024,,wet,sunny,minor,7,3
1593,2022-04-15,33.0,Dry,Rain,Serious,7,1
1594,05/08/2022,55.0,WET,rain,minor,2,2
1595,15/12/2023,,Wet,fog,minor,6,5
1596,09-20-2024,39.0,WET,Sunny,Critical,5,16
1597,08/15/2023,37.0,dry,Rain,critical,8,4
1598,2023-07-01,76.0,Icy,storm,Critical,8,5
1599,11/29/2024,67.0,WET,Cloudy,CRITICAL,3,2
1600,26/07/2024,26.0,Muddy,clear,MINOR,7,0
1601,03/08/2024,48.0,ICY,windy,Serious,3,3
1602,13/12/2022,69.0,Dry,clear,minor,6,5
1603,03/07/2021,,icy,Clear,Critical,6,5
1604,2022-06-17,,Muddy,Clear,minor,3,3
1605,2021-01-22,30.0,muddy,snow,serious,7,4
1606,10/07/2021,59.0,icy,Fog,critical,3,3
1607,10/05/2023,84.0,muddy,cloudy,MINOR,8,3
1608,06-01-2023,43.0,Dry,rain,serious,2,3
1609,28/01/2024,43.0,dry,clear,critical,8,3
1610,23/02/2024,69.0,muddy,Rain,Critical,4,2
1611,15/08/2024,21.0,Wet,clear,minor,7,5
1612,2022-06-23,79.0,Dry,storm,serious,7,4
1613,2024-07-04,54.0,Dry,Storm,Critical,5,3
1614,06/09/2024,85.0,DRY,Clear,CRITICAL,1,1
1615,26/12/2023,29.0,wet,Cloudy,MINOR,4,4
1616,2021-05-21,40.0,muddy,Clear,serious,6,5
1617,2022-08-17,21.0,Muddy,Snow,serious,7,3
1618,22/07/2023,,dry,Fog,SERIOUS,3,0
1619,29/06/2024,24.0,wet,storm,MINOR,4,3
1620,2021-11-08,73.0,Dry,cloudy,Minor,5,2
1621,2024-01-01,40.0,dry,fog,Critical,6,4
1622,29/07/2021,23.0,Muddy,sunny,serious,1,1
1623,17/06/2023,41.0,Wet,fog,CRITICAL,1,0
1624,2021-11-05,27.0,Dry,cloudy,MINOR,5,5
1625,21/03/2022,19.0,wet,sunny,MINOR,5,2
1626,10-18-2023,,icy,Sunny,minor,3,1
1627,2022-11-08,32.0,Icy,Storm,serious,7,1
1628,2021-10-27,150.0,Dry,cloudy,Critical,1,1
1629,2023-03-15,60.0,dry,clear,Minor,6,4
1630,2023-08-21,47.0,DRY,Snow,critical,4,2
1631,05/28/2022,23.0,Dry,Cloudy,minor,6,0
1632,05/25/2022,,ICY,Cloudy,MINOR,2,5
1633,2021-03-10,51.0,Muddy,windy,SERIOUS,2,3
1634,07/12/2021,57.0,wet,rain,SERIOUS,5,2
1635,10/27/2024,,Wet,Snow,minor,3,5
1636,03/28/2021,52.0,Wet,Clear,serious,2,3
1637,13/09/2023,172.0,ICY,Windy,CRITICAL,1,5
1638,17/04/2021,42.0,wet,snow,critical,6,2
1639,2021-08-20,19.0,muddy,Sunny,Critical,6,3
1640,09/06/2023,75.0,Muddy,storm,SERIOUS,5,1
1641,20/07/2022,,Wet,snow,minor,7,0
1642,2022-05-13,32.0,dry,clear,critical,7,2
1643,03-28-2021,,muddy,snow,MINOR,4,5
1644,14/11/2021,41.0,icy,Fog,Serious,5,0
1645,11/19/2021,50.0,Muddy,clear,critical,8,2
1646,2024-07-04,68.0,Muddy,sunny,Critical,4,4
1647,12-30-2022,51.0,Icy,Snow,MINOR,8,4
1648,15/09/2021,,ICY,cloudy,MINOR,7,2
1649,02-18-2024,,icy,storm,critical,5,0
1650,18/06/2023,29.0,icy,Sunny,critical,8,5
1651,13/02/2023,34.0,dry,Storm,Serious,5,4
1652,22/03/2021,181.0,icy,Storm,serious,5,2
1653,08/27/2022,,muddy,cloudy,SERIOUS,7,2
1654,01/19/2024,,Muddy,Sunny,MINOR,4,1
1655,05/11/2024,26.0,icy,fog,Critical,4,0
1656,11/14/2021,,Icy,Cloudy,critical,5,3
1657,2023-07-19,36.0,Dry,Cloudy,minor,2,2
1658,07-30-2024,82.0,icy,Rain,CRITICAL,3,2
1659,06/23/2024,44.0,DRY,sunny,Minor,7,0
1660,05/10/2021,121.0,Wet,Snow,MINOR,3,3
1661,12/10/2023,50.0,Dry,sunny,MINOR,3,5
1662,08/03/2022,43.0,Dry,fog,serious,4,4
1663,08/12/2023,66.0,DRY,clear,Serious,4,5
1664,2021-09-23,,WET,rain,serious,2,1
1665,2021-03-06,41.0,Muddy,cloudy,SERIOUS,3,1
1666,2023-09-22,74.0,Muddy,Snow,critical,3,1
1667,03-07-2021,,Dry,sunny,minor,5,3
1668,12/13/2023,85.0,muddy,snow,minor,4,0
1669,29/03/2022,58.0,Dry,Sunny,MINOR,3,5
1670,03-04-2022,,DRY,Cloudy,critical,6,4
1671,17/08/2023,20.0,Muddy,Storm,Critical,2,3
1672,02-17-2024,59.0,DRY,Rain,serious,8,4
1673,2024-12-21,31.0,ICY,clear,SERIOUS,6,5
1674,17/06/2024,120.0,Dry,storm,serious,6,3
1675,25/05/2021,33.0,Wet,Sunny,MINOR,8,3
1676,19/03/2022,22.0,ICY,snow,MINOR,7,4
1677,19/04/2022,78.0,DRY,windy,critical,7,5
1678,12-14-2023,54.0,WET,Clear,minor,2,1
1679,18/02/2024,48.0,WET,Cloudy,critical,6,4
1680,08-05-2021,62.0,wet,Storm,minor,3,3
1681,12/09/2024,79.0,Dry,Rain,CRITICAL,4,0
1682,01-05-2022,64.0,dry,Rain,MINOR,2,5
1683,30/12/2023,,WET,rain,Critical,5,2
1684,12-23-2022,67.0,ICY,sunny,CRITICAL,8,3
1685,02-01-2023,65.0,wet,Rain,critical,6,16
1686,10/25/2022,56.0,muddy,rain,minor,2,4
1687,01/02/2024,,Icy,Cloudy,Critical,1,0
1688,16/07/2023,47.0,dry,Windy,serious,1,0
1689,03/12/2021,63.0,muddy,Rain,minor,7,5
1690,2022-09-11,,dry,Snow,MINOR,8,4
1691,2022-03-31,76.0,Muddy,Snow,SERIOUS,4,2
1692,2022-10-07,67.0,wet,cloudy,Critical,3,1
1693,11/13/2024,69.0,wet,Rain,serious,4,1
1694,14/03/2024,,Muddy,Sunny,Serious,4,5
1695,19/03/2021,42.0,icy,rain,critical,4,0
1696,06/27/2022,64.0,dry,clear,SERIOUS,8,3
1697,2022-09-08,70.0,Dry,windy,Serious,4,2
1698,30/03/2023,68.0,Dry,Cloudy,Critical,5,0
1699,06/08/2021,,DRY,snow,SERIOUS,8,4
1700,11/13/2024,,WET,Cloudy,MINOR,5,1
1701,08/08/2024,70.0,WET,windy,minor,8,5
1702,06/10/2021,,DRY,Cloudy,CRITICAL,7,2
1703,06-09-2023,,Icy,Windy,minor,2,1
1704,04-10-2022,67.0,icy,storm,critical,1,2
1705,22/07/2024,74.0,icy,Rain,serious,4,0
1706,17/09/2022,,Dry,Cloudy,minor,7,2
1707,2024-03-02,,dry,Storm,serious,2,5
1708,26/10/2023,37.0,Icy,Clear,MINOR,1,3
1709,11/10/2024,43.0,muddy,fog,CRITICAL,6,1
1710,07/02/2023,,icy,Rain,critical,3,1
1711,04/06/2023,34.0,Dry,cloudy,CRITICAL,5,3
1712,09-28-2021,85.0,Wet,Cloudy,MINOR,6,4
1713,28/01/2024,30.0,WET,clear,minor,8,2
1714,10-25-2023,19.0,dry,Windy,Minor,1,4
1715,09-12-2023,60.0,DRY,Fog,MINOR,6,1
1716,02/06/2022,63.0,icy,fog,Serious,3,4
1717,2022-05-12,,wet,Sunny,MINOR,7,4
1718,05/31/2023,,Icy,Cloudy,CRITICAL,1,1
1719,07/10/2024,,DRY,Snow,Critical,6,5
1720,01/26/2022,58.0,Icy,rain,serious,5,3
1721,2022-09-17,78.0,wet,Windy,SERIOUS,5,5
1722,12/18/2022,56.0,Wet,Fog,minor,2,11
1723,10/26/2021,,WET,snow,CRITICAL,6,2
1724,11-04-2024,37.0,ICY,Fog,Serious,4,4
1725,19/08/2021,,wet,sunny,MINOR,6,1
1726,06-25-2024,,Icy,Cloudy,Serious,7,0
1727,01/29/2021,78.0,Muddy,Sunny,critical,1,5
1728,2023-08-23,49.0,Dry,windy,minor,1,4
1729,05/03/2022,36.0,muddy,sunny,CRITICAL,7,4
1730,25/01/2024,23.0,Icy,Windy,Serious,6,0
1731,09-17-2023,,muddy,Sunny,Serious,7,0
1732,2024-09-30,39.0,Muddy,windy,MINOR,3,4
1733,04/08/2024,64.0,Icy,Clear,CRITICAL,8,4
1734,05/04/2021,41.0,dry,Windy,minor,7,3
1735,04/19/2021,182.0,dry,Rain,SERIOUS,5,0
1736,09-14-2024,61.0,wet,snow,Serious,7,2
1737,2021-08-09,26.0,icy,Windy,Minor,1,1
1738,08/22/2024,,Wet,Cloudy,minor,5,4
1739,2024-12-24,37.0,Wet,storm,Minor,1,5
1740,10/09/2022,,Dry,Cloudy,SERIOUS,2,1
1741,02-12-2022,43.0,Dry,storm,minor,4,5
1742,2021-02-14,28.0,Muddy,Sunny,SERIOUS,1,4
1743,12-21-2023,81.0,Dry,Cloudy,Critical,5,0
1744,07/02/2021,,muddy,windy,MINOR,2,4
1745,07-04-2024,39.0,DRY,Clear,Minor,1,1
1746,07-19-2022,83.0,muddy,Clear,SERIOUS,3,4
1747,03/02/2021,21.0,Dry,rain,Critical,7,1
1748,12/01/2022,24.0,icy,Storm,Minor,4,0
1749,02-22-2023,51.0,dry,cloudy,Serious,1,5
1750,2024-11-06,23.0,Dry,windy,serious,2,2
1751,08/05/2022,76.0,muddy,windy,CRITICAL,3,0
1752,02/10/2022,22.0,ICY,Cloudy,MINOR,6,1
1753,2024-01-16,,ICY,rain,SERIOUS,2,5
1754,2024-08-29,20.0,DRY,windy,CRITICAL,7,2
1755,14/01/2024,78.0,ICY,Fog,Minor,2,0
1756,10/10/2021,154.0,wet,snow,CRITICAL,3,3
1757,10-04-2021,83.0,dry,Rain,Critical,2,3
1758,09/05/2024,70.0,Dry,Windy,MINOR,3,0
1759,02/16/2024,62.0,Icy,storm,serious,1,2
1760,10-26-2021,80.0,Wet,Cloudy,minor,8,2
1761,28/04/2023,75.0,Wet,Sunny,Serious,3,3
1762,28/07/2024,58.0,DRY,sunny,Critical,3,4
1763,2022-01-20,20.0,DRY,clear,Serious,4,3
1764,2022-01-14,31.0,WET,Sunny,serious,3,4
1765,06/07/2024,,dry,fog,MINOR,3,4
1766,2024-05-06,,Icy,fog,minor,6,0
1767,2024-11-08,,Muddy,Windy,serious,8,5
1768,06/12/2021,29.0,Dry,Rain,SERIOUS,1,3
1769,05/23/2024,121.0,wet,Sunny,MINOR,7,1
1770,05/03/2023,27.0,muddy,sunny,Critical,4,5
1771,2022-01-31,,icy,cloudy,critical,6,3
1772,17/04/2023,76.0,WET,clear,serious,5,2
1773,07/07/2022,31.0,icy,rain,Critical,8,5
1774,10/06/2024,35.0,Muddy,Clear,Critical,1,5
1775,06/19/2023,,ICY,rain,MINOR,1,2
1776,27/07/2023,29.0,ICY,Storm,serious,5,3
1777,03-27-2021,73.0,WET,sunny,critical,7,1
1778,03/19/2023,24.0,icy,sunny,MINOR,3,3
1779,12/12/2023,85.0,Muddy,Cloudy,minor,6,0
1780,08/12/2021,,Icy,Storm,minor,2,3
1781,19/05/2022,81.0,Wet,Rain,Serious,4,2
1782,03/22/2021,54.0,Icy,Storm,SERIOUS,2,4
1783,2021-04-11,25.0,Muddy,Storm,Critical,5,5
1784,20/06/2023,28.0,Muddy,fog,serious,1,1
1785,09/08/2022,,DRY,Windy,Minor,7,4
1786,06-09-2024,,wet,cloudy,minor,1,1
1787,08-08-2023,,Icy,Storm,MINOR,4,4
1788,2021-08-20,33.0,DRY,windy,serious,1,5
1789,04/13/2024,41.0,Dry,Sunny,CRITICAL,1,2
1790,27/04/2023,47.0,dry,Storm,Serious,4,3
1791,07/19/2023,,dry,Windy,Serious,6,5
1792,2023-07-21,70.0,DRY,fog,Critical,6,0
1793,10-26-2022,72.0,muddy,Snow,MINOR,4,0
1794,2021-09-11,48.0,Icy,storm,MINOR,7,3
1795,17/12/2024,50.0,Dry,Cloudy,serious,5,3
1796,12-09-2023,25.0,Icy,snow,SERIOUS,8,3
1797,07/06/2024,,WET,fog,Serious,1,1
1798,2023-02-19,73.0,icy,Clear,MINOR,7,5
1799,12-16-2021,,icy,Snow,SERIOUS,1,5
1800,2021-11-04,19.0,ICY,Fog,Minor,8,1
1801,2021-10-24,58.0,Icy,Rain,MINOR,5,4
1802,2024-12-29,64.0,Wet,Cloudy,CRITICAL,6,0
1803,09/23/2022,26.0,wet,storm,minor,7,4
1804,2024-07-06,58.0,WET,clear,minor,3,4
1805,27/09/2021,79.0,WET,Clear,critical,3,5
1806,2022-06-03,80.0,Dry,Storm,minor,8,5
1807,10/17/2023,42.0,Muddy,Snow,Serious,3,0
1808,2023-10-08,,Icy,Sunny,Minor,6,1
1809,04/20/2024,,Dry,windy,Serious,8,0
1810,16/05/2024,77.0,WET,Sunny,MINOR,6,0
1811,01-26-2024,69.0,Wet,rain,Serious,5,1
1812,2022-03-02,75.0,Wet,rain,Critical,1,3
1813,2021-10-31,,icy,fog,critical,5,0
1814,2022-12-16,21.0,Icy,Rain,Minor,5,2
1815,03/08/2021,66.0,dry,cloudy,Serious,6,0
1816,2021-06-29,69.0,ICY,sunny,MINOR,8,5
1817,04/05/2023,40.0,Dry,clear,minor,8,2
1818,08/06/2022,,Icy,rain,serious,3,4
1819,2024-02-26,20.0,dry,Cloudy,Minor,2,1
1820,22/07/2023,61.0,DRY,snow,Serious,1,4
1821,2021-03-15,,Icy,Clear,minor,6,5
1822,09-05-2022,53.0,Wet,clear,minor,3,2
1823,26/05/2023,,muddy,clear,minor,7,4
1824,2023-08-23,73.0,Muddy,Snow,serious,2,1
1825,23/11/2024,80.0,muddy,snow,serious,2,5
1826,04/28/2023,31.0,Icy,Sunny,minor,6,4
1827,08/12/2021,,Wet,Sunny,SERIOUS,4,3
1828,06-29-2021,55.0,icy,clear,MINOR,1,3
1829,12/18/2024,,ICY,Cloudy,SERIOUS,2,0
1830,12-13-2023,45.0,Wet,storm,minor,6,1
1831,06/12/2024,159.0,ICY,Snow,serious,6,0
1832,10/06/2023,57.0,Muddy,Sunny,CRITICAL,3,1
1833,18/08/2022,33.0,WET,Fog,Serious,7,1
1834,02-19-2021,61.0,Dry,snow,serious,4,3
1835,03/01/2022,34.0,muddy,Rain,Minor,1,1
1836,11/15/2022,26.0,icy,Clear,CRITICAL,8,0
1837,2024-08-04,,Muddy,Cloudy,serious,5,1
1838,31/07/2022,59.0,Wet,fog,Serious,7,4
1839,07/09/2022,58.0,DRY,Snow,Minor,7,11
1840,2021-01-13,78.0,Wet,Storm,Serious,3,5
1841,11/14/2022,60.0,Wet,windy,MINOR,8,2
1842,01/03/2021,59.0,ICY,fog,SERIOUS,2,3
1843,11/24/2022,47.0,DRY,Storm,minor,2,5
1844,03/14/2021,49.0,dry,clear,Minor,3,1
1845,01-05-2024,20.0,ICY,Storm,Serious,6,3
1846,25/04/2021,67.0,icy,snow,serious,2,5
1847,10/20/2024,28.0,icy,snow,CRITICAL,4,2
1848,11-04-2024,52.0,ICY,Fog,Serious,1,0
1849,16/05/2021,,ICY,snow,Serious,7,2
1850,05/03/2021,53.0,Wet,clear,MINOR,7,1
1851,12/31/2023,25.0,Muddy,Snow,Minor,4,4
1852,2024-05-03,18.0,icy,Snow,serious,8,1
1853,24/09/2022,79.0,Muddy,Sunny,Serious,2,5
1854,06/03/2021,58.0,WET,Fog,Minor,7,3
1855,05/02/2022,43.0,WET,Sunny,Minor,5,2
1856,12/12/2023,33.0,Icy,Cloudy,serious,8,2
1857,03/18/2021,42.0,Wet,cloudy,Critical,1,1
1858,02/21/2021,49.0,DRY,windy,Minor,1,2
1859,11/28/2022,19.0,ICY,storm,Critical,7,5
1860,2022-11-02,55.0,ICY,cloudy,CRITICAL,3,4
1861,07-21-2021,,Dry,Clear,CRITICAL,8,20
1862,2021-09-29,28.0,Dry,windy,MINOR,7,5
1863,03/16/2021,36.0,icy,storm,MINOR,3,4
1864,09/01/2021,38.0,dry,Cloudy,Serious,7,5
1865,02/05/2024,31.0,WET,Fog,MINOR,5,4
1866,2021-04-05,43.0,ICY,windy,CRITICAL,8,5
1867,11/09/2024,38.0,Muddy,snow,Minor,6,3
1868,02/10/2022,20.0,dry,Fog,Serious,1,4
1869,2022-02-15,,Wet,Fog,Minor,7,1
1870,07-21-2022,65.0,ICY,Cloudy,minor,5,3
1871,2022-07-13,,DRY,Clear,serious,3,2
1872,2022-07-15,21.0,Muddy,Snow,Critical,3,5
1873,29/06/2024,68.0,Icy,Windy,Serious,1,1
1874,17/01/2024,,ICY,windy,minor,4,3
1875,10/17/2021,54.0,Muddy,Fog,serious,7,1
1876,2021-12-17,23.0,WET,Cloudy,CRITICAL,8,3
1877,06/09/2024,34.0,Icy,Clear,critical,2,0
1878,03/01/2021,35.0,ICY,snow,serious,3,4
1879,2021-04-21,,wet,fog,CRITICAL,8,5
1880,2023-03-14,48.0,icy,windy,serious,8,1
1881,05-05-2024,,wet,Cloudy,Critical,6,1
1882,03/07/2023,28.0,Dry,Fog,Minor,8,2
1883,02/10/2022,81.0,muddy,fog,minor,8,3
1884,12/08/2023,71.0,Wet,cloudy,critical,6,1
1885,12-01-2024,37.0,ICY,Clear,minor,3,2
1886,12-25-2024,44.0,Icy,Storm,Serious,8,0
1887,10-22-2021,51.0,Icy,Rain,MINOR,4,0
1888,2023-03-14,,WET,Windy,Minor,4,2
1889,09/24/2024,,Icy,sunny,SERIOUS,5,3
1890,2023-09-26,148.0,Dry,snow,Serious,6,4
1891,2023-09-01,149.0,Dry,Storm,SERIOUS,5,2
1892,08/09/2023,35.0,Icy,Sunny,Serious,6,5
1893,15/12/2022,68.0,ICY,Clear,minor,7,1
1894,07/30/2021,,dry,clear,CRITICAL,7,5
1895,02/13/2024,71.0,Muddy,clear,MINOR,8,5
1896,01/04/2023,195.0,wet,storm,Minor,2,2
1897,05/15/2022,,ICY,fog,Serious,7,0
1898,2022-11-29,,Icy,cloudy,critical,2,4
1899,11/22/2024,28.0,muddy,storm,SERIOUS,7,2
1900,02/12/2022,39.0,dry,Windy,Serious,1,1
1901,09-19-2024,18.0,Icy,Windy,Serious,7,4
1902,2023-09-24,54.0,muddy,Clear,SERIOUS,5,0
1903,05-05-2024,67.0,Icy,Rain,Serious,3,4
1904,27/12/2021,,Dry,fog,minor,8,0
1905,2024-05-10,,wet,Snow,Critical,5,5
1906,06/05/2024,59.0,Wet,Windy,Serious,3,2
1907,10/10/2023,54.0,wet,Cloudy,serious,4,2
1908,03-22-2022,83.0,wet,Sunny,Minor,5,1
1909,07-26-2024,32.0,WET,Windy,Critical,4,2
1910,17/07/2023,,wet,rain,serious,2,2
1911,29/03/2024,44.0,muddy,Rain,SERIOUS,2,0
1912,10-11-2022,,dry,Windy,Minor,1,3
1913,06-10-2023,45.0,Icy,Cloudy,Critical,7,5
1914,2024-04-08,64.0,ICY,fog,CRITICAL,5,2
1915,12/11/2023,47.0,Wet,Storm,CRITICAL,4,0
1916,2022-08-26,50.0,Wet,cloudy,Serious,3,3
1917,30/01/2024,,DRY,windy,serious,2,1
1918,21/02/2024,,icy,snow,Serious,7,4
1919,01/08/2022,,Muddy,windy,Serious,2,1
1920,12-09-2024,44.0,Muddy,Rain,Critical,3,3
1921,04-12-2023,59.0,dry,rain,CRITICAL,7,3
1922,2023-08-31,39.0,Dry,Cloudy,SERIOUS,7,3
1923,02-12-2024,54.0,muddy,windy,serious,4,0
1924,11/12/2021,49.0,Icy,Fog,critical,4,4
1925,2021-01-24,,muddy,clear,Critical,5,5
1926,2021-02-02,,Dry,snow,SERIOUS,5,2
1927,09/24/2023,,Icy,Sunny,Serious,6,0
1928,09/10/2021,,Dry,sunny,minor,8,0
1929,07-23-2023,,muddy,Windy,MINOR,6,2
1930,2024-06-30,,dry,clear,SERIOUS,1,2
1931,11/10/2023,176.0,Dry,Snow,CRITICAL,2,5
1932,2022-04-08,38.0,wet,clear,critical,5,2
1933,2024-05-23,,Icy,Fog,SERIOUS,4,3
1934,18/10/2023,72.0,dry,Windy,MINOR,3,3
1935,10/25/2023,53.0,Icy,sunny,serious,4,2
1936,03-10-2021,124.0,Icy,Storm,MINOR,2,1
1937,08/20/2021,51.0,WET,Rain,minor,6,3
1938,12-15-2023,44.0,WET,sunny,Serious,4,11
1939,08/11/2023,,icy,sunny,minor,8,4
1940,05-18-2022,21.0,Icy,Fog,CRITICAL,1,0
1941,06/09/2021,40.0,Wet,cloudy,Serious,2,2
1942,2024-06-09,,dry,Storm,Minor,6,3
1943,05/12/2022,,icy,Storm,SERIOUS,8,0
1944,07-19-2023,,dry,Clear,serious,3,4
1945,05/13/2023,52.0,Dry,Windy,Serious,6,4
1946,2021-12-10,79.0,Icy,sunny,MINOR,7,4
1947,05/08/2024,,ICY,clear,Serious,8,4
1948,05/06/2021,68.0,Wet,Rain,serious,8,2
1949,09/06/2024,183.0,DRY,Windy,Critical,1,3
1950,11/08/2022,40.0,icy,storm,minor,2,3
1951,07/06/2021,23.0,Dry,storm,Critical,3,4
1952,29/09/2021,53.0,DRY,cloudy,Serious,1,3
1953,2022-06-11,43.0,wet,Clear,critical,6,3
1954,08-17-2021,154.0,DRY,Sunny,serious,1,5
1955,09/11/2024,75.0,dry,Windy,Minor,8,4
1956,2024-12-06,23.0,Dry,Storm,Serious,2,2
1957,01/06/2022,73.0,muddy,rain,minor,5,4
1958,06-22-2021,47.0,Dry,Clear,Serious,1,2
1959,13/10/2023,54.0,icy,windy,critical,7,5
1960,2023-02-24,76.0,Muddy,Snow,minor,1,2
1961,21/06/2023,65.0,dry,rain,critical,6,4
1962,29/03/2024,36.0,WET,Fog,Minor,6,1
1963,08/08/2024,70.0,WET,rain,MINOR,3,1
1964,09/08/2023,,WET,Storm,MINOR,6,0
1965,2023-12-27,62.0,icy,windy,Critical,4,1
1966,10/31/2024,81.0,DRY,storm,MINOR,2,1
1967,2023-06-10,73.0,Muddy,Clear,Serious,2,5
1968,09/07/2023,,Wet,fog,MINOR,5,4
1969,22/12/2023,63.0,Muddy,Clear,CRITICAL,5,5
1970,12/25/2023,39.0,ICY,rain,serious,2,2
1971,28/08/2024,36.0,dry,storm,critical,7,5
1972,01/07/2022,38.0,Icy,windy,critical,5,1
1973,04-11-2024,44.0,Wet,Rain,Critical,3,2
1974,08/10/2024,71.0,muddy,storm,critical,6,17
1975,11/23/2022,23.0,Dry,Sunny,Critical,2,5
1976,01/22/2021,50.0,muddy,cloudy,SERIOUS,8,4
1977,07/20/2021,39.0,Icy,Storm,serious,5,3
1978,04/08/2022,60.0,Muddy,snow,Serious,2,4
1979,2024-06-22,65.0,Wet,sunny,Minor,4,4
1980,05-01-2024,68.0,DRY,Rain,Critical,1,4
1981,2024-07-30,,muddy,Fog,critical,6,5
1982,2021-09-03,31.0,muddy,fog,serious,2,2
1983,2024-05-23,,Wet,snow,SERIOUS,1,1
1984,09-06-2024,42.0,WET,cloudy,Serious,5,0
1985,01/14/2022,82.0,wet,Sunny,SERIOUS,1,3
1986,15/08/2023,27.0,DRY,fog,CRITICAL,6,0
1987,18/07/2023,69.0,Muddy,Sunny,serious,2,3
1988,05-25-2023,30.0,Dry,Clear,CRITICAL,4,5
1989,2022-06-12,20.0,Icy,windy,CRITICAL,7,2
1990,01/06/2021,,Muddy,rain,critical,5,4
1991,07/03/2023,,ICY,storm,MINOR,2,3
1992,2022-06-27,,dry,Snow,MINOR,6,0
1993,05/23/2021,50.0,Wet,Fog,serious,5,2
1994,01/01/2022,63.0,Dry,Windy,CRITICAL,3,2
1995,13/01/2024,196.0,wet,storm,minor,1,2
1996,2024-08-10,44.0,dry,cloudy,Minor,7,1
1997,24/06/2023,79.0,ICY,Sunny,Minor,6,1
1998,2021-05-30,80.0,wet,Fog,critical,3,0
1999,29/05/2022,62.0,Wet,rain,Serious,8,5
2000,2023-10-17,,Muddy,Fog,critical,2,1
2001,2024-08-04,67.0,DRY,storm,MINOR,4,1
2002,19/03/2021,72.0,DRY,Windy,SERIOUS,5,11
2003,04/12/2024,62.0,Icy,Rain,critical,1,4
2004,01/08/2021,21.0,Icy,windy,MINOR,5,2
2005,06-13-2023,29.0,Muddy,Windy,minor,7,1
2006,24/05/2021,28.0,Wet,windy,critical,2,3
2007,11/12/2024,,dry,Fog,critical,5,3
2008,06/01/2023,30.0,Wet,fog,CRITICAL,1,0
2009,04/24/2021,48.0,DRY,cloudy,serious,2,0
2010,31/12/2023,59.0,WET,sunny,Critical,5,5
2011,31/07/2023,75.0,Dry,storm,Critical,4,0
2012,2022-02-20,,ICY,Snow,SERIOUS,6,1
2013,03/22/2021,136.0,Dry,Sunny,Serious,2,0
2014,03/10/2023,21.0,icy,snow,SERIOUS,6,4
2015,23/06/2021,82.0,DRY,cloudy,Critical,8,1
2016,2022-01-24,,ICY,Clear,MINOR,2,13
2017,2022-01-31,24.0,icy,sunny,MINOR,4,5
2018,2024-04-29,84.0,DRY,windy,Critical,6,2
2019,2023-03-08,55.0,DRY,rain,critical,3,2
2020,01-13-2024,196.0,WET,Storm,MINOR,1,0
2021,10/07/2023,37.0,Dry,Clear,critical,3,2
2022,2022-11-26,79.0,DRY,Windy,Minor,5,0
2023,29/03/2021,142.0,dry,rain,serious,4,5
2024,09-01-2024,143.0,DRY,sunny,MINOR,3,5
2025,2024-01-04,,Icy,Rain,Minor,2,4
2026,2024-04-01,81.0,Wet,sunny,SERIOUS,5,4
